title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url
Converging paradigms: The synergy of symbolic and connectionist ai in llm-empowered autonomous agents,H Xiong; Z Wang; X Li; J Bian; Z Xie; S Mumtaz,2024,arXiv preprint arXiv …,"This article explores the convergence of connectionist and symbolic artificial intelligence (AI),  from historical debates to contemporary advancements. Traditionally considered distinct",https://arxiv.org/abs/2407.08516,https://arxiv.org/pdf/2407.08516,36,"/scholar?cites=10775604999679265336&as_sdt=5,33&sciodt=0,33&hl=en"
Exploring autonomous agents through the lens of large language models: A review,S Barua,2024,arXiv preprint arXiv:2404.04442,"This has spurred a surge in research exploring the potential of LLM-based autonomous  agents[3]. LLMs, being trained on extensive internet data, encapsulate a substantial corpus of",https://arxiv.org/abs/2404.04442,https://arxiv.org/pdf/2404.04442,46,"/scholar?cites=17196129070093364385&as_sdt=5,33&sciodt=0,33&hl=en"
Autoagent: A fully-automated and zero-code framework for llm agents,J Tang; T Fan; C Huang,2025,arXiv preprint arXiv:2502.05957,"Large Language Model (LLM) Agents have demonstrated  , to build their own LLM agents  using natural language alone?  to create and deploy LLM agents through Natural Language",https://arxiv.org/abs/2502.05957,https://arxiv.org/pdf/2502.05957?,33,"/scholar?cites=11696697631961976432&as_sdt=5,33&sciodt=0,33&hl=en"
Agent laboratory: Using llm agents as research assistants,S Schmidgall; Y Su; Z Wang; X Sun; J Wu,2025,Findings of the …,"To accelerate scientific discovery, reduce research costs, and improve research quality, we  introduce Agent Laboratory, an autonomous LLMbased framework capable of completing the",https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.320.pdf,https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.320.pdf,272,"/scholar?cites=4767352146123632588&as_sdt=5,33&sciodt=0,33&hl=en"
Defining and Detecting the Defects of Large Language Model-based Autonomous Agents,K Ning; J Chen; J Zhang; W Li; Z Wang,2026,IEEE Transactions …,"defects in LLM-based AI  LLM-based AI Agents to uncover defects in their code. To address  this gap, we present the first study focused on identifying and detecting defects in LLM Agents",https://ieeexplore.ieee.org/abstract/document/11366249/,https://arxiv.org/pdf/2412.18371,11,"/scholar?cites=17031489150793230914&as_sdt=5,33&sciodt=0,33&hl=en"
Large Language Model-Based Autonomous Agents: Trends and Directions,L Dinçkal,2024,AIPA's International Journal on Artificial Intelligence …,"Autonomous agents [9] stand to benefit significantly from  trends in LLM-based autonomous  agents and describes  examine the specifics of LLM-based autonomous agents, focusing on",https://aipajournal.com/index.php/pub/article/view/7,https://aipajournal.com/index.php/pub/article/download/7/8,0,
From llm reasoning to autonomous ai agents: A comprehensive review,MA Ferrag; N Tihanyi; M Debbah,2025,arXiv preprint arXiv:2504.19678,"by focusing on Personal LLM Agents LLM-based agents that  design choices underlying  Personal LLM Agents, informed by  the groundwork for Personal LLM Agents to become a major",https://arxiv.org/abs/2504.19678,https://arxiv.org/pdf/2504.19678?,166,"/scholar?cites=18364990593051905415&as_sdt=5,33&sciodt=0,33&hl=en"
Self-adaptive large language model (llm)-based multiagent systems,N Nascimento; P Alencar,2023,2023 IEEE International …,"into the hypothesis of equipping autonomous agents with more  With this, we integrate GPT-4  technology, a cutting-edge LLM,  within these LLMembedded autonomous agents as they",https://ieeexplore.ieee.org/abstract/document/10336211/,https://arxiv.org/pdf/2307.06187,113,"/scholar?cites=1256451148422809412&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model based multi-agents: A survey of progress and challenges,T Guo; X Chen; Y Wang; R Chang; S Pei,2024,arXiv preprint arXiv …,"In this section, we delve into the intricacies of LLM-MA systems, where multiple autonomous  agents engage in collaborative activities akin to human group dynamics in problemsolving",https://arxiv.org/abs/2402.01680,https://arxiv.org/pdf/2402.01680,1529,"/scholar?cites=14923148813615145696&as_sdt=5,33&sciodt=0,33&hl=en"
From language to action: a review of large language models as autonomous agents and tool users,SS Chowa; R Alvi; SS Rahman; MA Rahman,2026,Artificial Intelligence …,the development of autonomous agents and Large Language  in employing LLMs as  autonomous agents and tool users  A structured analysis of the LLM agents’ architectural design,https://link.springer.com/article/10.1007/s10462-025-11471-9,https://link.springer.com/content/pdf/10.1007/s10462-025-11471-9.pdf,15,"/scholar?cites=16419340883761481436&as_sdt=5,33&sciodt=0,33&hl=en"
Ml-agent: Reinforcing llm agents for autonomous machine learning engineering,Z Liu; J Chai; X Zhu; S Tang; R Ye; B Zhang,2025,arXiv preprint arXiv …,"The emergence of large language model (LLM)-based  agentic ML, where an LLM agent  learns through interactive  -tuning, which enables LLM agents to generate diverse actions for",https://arxiv.org/abs/2505.23723,https://arxiv.org/pdf/2505.23723?,13,"/scholar?cites=4115058390916559834&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-agent-controller: A universal multi-agent large language model system as a control engineer,R Zahedifar; SA Mirghasemi; MS Baghshah,2025,arXiv preprint arXiv …,The structure of this paper is organized as follows: Section 2 provides a review of related  work on LLM agents in robotics and control systems. Section 3 details the methodology of the,https://arxiv.org/abs/2505.19567,https://arxiv.org/pdf/2505.19567?,8,"/scholar?cites=15568657699184025061&as_sdt=5,33&sciodt=0,33&hl=en"
Multi-agent collaboration: Harnessing the power of intelligent llm agents,Y Talebirad; A Nadiri,2023,arXiv preprint arXiv:2306.03314,"In this paper, we present a novel framework for enhancing the capabilities of large language  models (LLMs) by leveraging the power of multi-agent systems. Our framework introduces a",https://arxiv.org/abs/2306.03314,https://arxiv.org/pdf/2306.03314,443,"/scholar?cites=15411602927533565437&as_sdt=5,33&sciodt=0,33&hl=en"
BOLAA: Benchmarking and Orchestrating LLM Autonomous Agents,Z Liu; W Yao; J Zhang; L Xue; S Heinecke,2024,… Model (LLM) Agents,"LLM-augmented Autonomous Agents (LAAs). An LAA is able to generate actions with its core  LLM  in terms of both agent architectures and LLM backbones. Additionally, we propose a",https://openreview.net/forum?id=BUa5ekiHlQ,https://openreview.net/pdf?id=BUa5ekiHlQ,4,"/scholar?cites=11798543500732728224&as_sdt=5,33&sciodt=0,33&hl=en"
Agents: An open-source framework for autonomous language agents,W Zhou; YE Jiang; L Li; J Wu; T Wang; S Qiu,2023,arXiv preprint arXiv …,"autonomous agents need to interact with environments or other agents over time. Therefore,  the ability to maintain long-short term memory is very important for autonomous agents LLM,",https://arxiv.org/abs/2309.07870,https://arxiv.org/pdf/2309.07870,139,"/scholar?cites=17378587224686315113&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-coordination: evaluating and analyzing multi-agent coordination abilities in large language models,S Agashe; Y Fan; A Reyna,2025,Findings of the Association …,"Coordination experiments reveal that LLM-Agents excel in multi- Coordination setting  demonstrate that LLM agents, unlike RL methods,  We also observe that LLM agents are capable",https://aclanthology.org/2025.findings-naacl.448/,https://aclanthology.org/2025.findings-naacl.448.pdf,89,"/scholar?cites=17807496829242414710&as_sdt=5,33&sciodt=0,33&hl=en"
Controlagent: Automating control system design via novel integration of llm agents and domain expertise,X Guo; D Keivan; U Syed; L Qin; H Zhang,2024,arXiv preprint arXiv …,"specific tasks, LLM agents could potentially improve both  LLM agents and control-oriented  domain expertise in a novel manner. Specifically, our paper presents ControlAgent, an LLM-",https://arxiv.org/abs/2410.19811,https://arxiv.org/pdf/2410.19811?,31,"/scholar?cites=6306118098040853969&as_sdt=5,33&sciodt=0,33&hl=en"
Agentsquare: Automatic llm agent search in modular design space,Y Shang; Y Li; K Zhao; L Ma; J Liu; F Xu; Y Li,2024,arXiv preprint arXiv …,"LLM agents, we further introduce a performance predictor that implements an incontext  surrogate model for newly proposed LLM agents,  can discover novel LLM agents that outperform",https://arxiv.org/abs/2410.06153,https://arxiv.org/pdf/2410.06153?,65,"/scholar?cites=5088059229835817160&as_sdt=5,33&sciodt=0,33&hl=en"
Theagentcompany: benchmarking llm agents on consequential real world tasks,FF Xu; Y Song; B Li; Y Tang; K Jain; M Bao,2024,arXiv preprint arXiv …,"We interact with computers on an everyday basis, be it in everyday life or work, and many  aspects of work can be done entirely with access to a computer and the Internet. At the same",https://arxiv.org/abs/2412.14161,https://arxiv.org/pdf/2412.14161,117,"/scholar?cites=15914899902923444727&as_sdt=5,33&sciodt=0,33&hl=en"
A review of large language models and autonomous agents in chemistry,MC Ramos; CJ Collison; AD White,2025,Chemical science,This review highlights LLM capabilities in these domains and their potential to accelerate  scientific discovery through automation. We also review LLM-based autonomous agents: LLMs,https://pubs.rsc.org/en/content/articlehtml/2025/sc/d4sc03921a,https://pubs.rsc.org/zh-hans/content/articlepdf/2025/sc/d4sc03921a,278,"/scholar?cites=9474478162413545391&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-based multi-agent decision-making: Challenges and future directions,C Sun; S Huang; D Pompili,2025,IEEE Robotics and Automation …,"It is indeed true that LLM-based MADM inherits potential hallucination or factual inaccuracy  issues; however, the adoption of multiple LLM agents in the multi-agent settings could",https://ieeexplore.ieee.org/abstract/document/10970024/,https://www.researchgate.net/profile/Chuanneng-Sun/publication/390938978_LLM-based_Multi-Agent_Decision-Making_Challenges_and_Future_Directions/links/6813f049ded433155740ee84/LLM-Based-Multi-Agent-Decision-Making-Challenges-and-Future-Directions.pdf,40,"/scholar?cites=13783302792976814805&as_sdt=5,33&sciodt=0,33&hl=en"
"Large language model agent: A survey on methodology, applications and challenges",J Luo; W Zhang; Y Yuan; Y Zhao; J Yang; Y Gu,2025,arXiv preprint arXiv …,"By surveying the latest developments in this rapidly evolving field, we offer researchers a  structured taxonomy for understanding LLM agents and identify promising directions for future",https://arxiv.org/abs/2503.21460,https://arxiv.org/pdf/2503.21460?,140,"/scholar?cites=2553384233263415865&as_sdt=5,33&sciodt=0,33&hl=en"
Unified mind model: Reimagining autonomous agents in the llm era,P Hu; X Ying,2025,arXiv preprint arXiv:2503.03459,"create domain-specific autonomous agents by using free-form  Our approach simplifies the  creation of autonomous agents  In MindOS, we deploy a large language model to support the",https://arxiv.org/abs/2503.03459,https://arxiv.org/pdf/2503.03459?,8,"/scholar?cites=8430160989770014524&as_sdt=5,33&sciodt=0,33&hl=en"
Llm agents making agent tools,G Wölflein; D Ferber; D Truhn,2025,Proceedings of the …,"developers, hindering the applicability of LLM agents in domains demanding large numbers   that autonomously transforms papers with code into LLM-compatible tools. Given a GitHub",https://aclanthology.org/2025.acl-long.1266/,https://aclanthology.org/2025.acl-long.1266.pdf,42,"/scholar?cites=17302589649293188991&as_sdt=5,33&sciodt=0,33&hl=en"
Embodied llm agents learn to cooperate in organized teams,X Guo; K Huang; J Liu; W Fan; N Vélez,2026,IEEE Transactions …,LLM agents to mitigate these problems. Through a series of experiments with embodied LLM  agents  leadership qualities displayed by LLM agents and their spontaneous cooperative,https://ieeexplore.ieee.org/abstract/document/11402892/,https://arxiv.org/pdf/2403.12482,119,"/scholar?cites=2473102724521297394&as_sdt=5,33&sciodt=0,33&hl=en"
Scientific Discoveries by LLM Agents,R So,2025,Nature,used as autonomous agents to make  of LLM agents in scientific discovery. We begin by  examining the foundational Capabilities and Core Functions that enable individual LLM agents,https://project-rachel.4open.science/Rachel.So.Scientific.Discoveries.LLM.Agents.pdf,https://project-rachel.4open.science/Rachel.So.Scientific.Discoveries.LLM.Agents.pdf,1,"/scholar?cites=12026286745167452713&as_sdt=5,33&sciodt=0,33&hl=en"
Understanding the planning of llm agents: A survey,X Huang; W Liu; X Chen; X Wang; H Wang,2024,arXiv preprint arXiv …,"of autonomous agents has attracted more attention. This survey provides the first systematic  view of LLM- We provide a taxonomy of existing works on LLM-Agent planning, which can be",https://www.researchgate.net/profile/Xu-Huang-37/publication/380756642_Understanding_the_planning_of_LLM_agents_A_survey/links/664d5a9dbc86444c72f64b6f/Understanding-the-planning-of-LLM-agents-A-survey.pdf,https://www.researchgate.net/profile/Xu-Huang-37/publication/380756642_Understanding_the_planning_of_LLM_agents_A_survey/links/664d5a9dbc86444c72f64b6f/Understanding-the-planning-of-LLM-agents-A-survey.pdf,448,"/scholar?cites=5384087220746207566&as_sdt=5,33&sciodt=0,33&hl=en"
Llm agents for education: Advances and applications,Z Chu; S Wang; J Xie; T Zhu; Y Yan; J Ye,2025,arXiv preprint arXiv …,"Large Language Model (LLM) agents are transforming  advances in applying LLM agents  to address key challenges in  key challenges in deploying LLM agents in educational settings,",https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.743.pdf,https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.743.pdf,138,"/scholar?cites=4226071890866678953&as_sdt=5,33&sciodt=0,33&hl=en"
Breaking agents: Compromising autonomous llm agents through malfunction amplification,B Zhang; Y Tan; Y Shen; A Salem,2025,Proceedings of the …,"LLM agents to disrupt their normal operations, shown in Figure 1. Instead of targeting the  overtly harmful or damaging potential of LLM agents, our  the robustness of LLM agents against",https://aclanthology.org/2025.emnlp-main.1771/,https://aclanthology.org/2025.emnlp-main.1771.pdf,86,"/scholar?cites=17831519936984947708&as_sdt=5,33&sciodt=0,33&hl=en"
Agentops: Enabling observability of llm agents,L Dong; Q Lu; L Zhu,2024,arXiv preprint arXiv:2411.05285,"of LLM applications, particularly FM-based autonomous agents With the iteration of various  large language model APIs  , FM-based autonomous agents have gained extensive attention,",https://arxiv.org/abs/2411.05285,https://arxiv.org/pdf/2411.05285?,34,"/scholar?cites=4672540737788735931&as_sdt=5,33&sciodt=0,33&hl=en"
Cooperative LLM agents,MA Mosquera Ortega,2024,NA,This study explores the cooperative capabilities of agents powered by Large language models  (LLMs) in three distinct environments requiring collaboration and a deep understanding,https://repositorio.uniandes.edu.co/entities/publication/19ed65f4-bb16-4669-8d64-113dd8134886,https://repositorio.uniandes.edu.co/bitstreams/8da1af8f-06b0-4c15-95e0-7e4edd42dd9b/download,1,"/scholar?cites=11001029856017519930&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-agents driven automated simulation testing and analysis of small uncrewed aerial systems,VSA Duvvuru; B Zhang; M Vierhauser,2025,arXiv preprint arXiv …,"to relevant LLM techniques and then, in Section III introduce our AUTOSIMTEST framework.  Subsequently, in Section IV and Section V we discuss the different LLM agents part of our",https://arxiv.org/abs/2501.11864,https://arxiv.org/pdf/2501.11864,9,"/scholar?cites=9389268772720384952&as_sdt=5,33&sciodt=0,33&hl=en"
A vision for auto research with llm agents,C Liu; C Wang; J Cao; J Ge; K Wang; L Zhang,2025,arXiv preprint arXiv …,"This paper introduces Agent-Based Auto Research, a structured multi-agent framework  designed to automate, coordinate, and optimize the full lifecycle of scientific research.",https://arxiv.org/abs/2504.18765,https://arxiv.org/pdf/2504.18765,10,"/scholar?cites=3527598646479112888&as_sdt=5,33&sciodt=0,33&hl=en"
Evaluation and benchmarking of llm agents: A survey,M Mohammadi; Y Li; J Lo; W Yip,2025,Proceedings of the 31st ACM SIGKDD …,", LLM agents are  LLM agents is more complex than evaluating LLMs in isolation. Unlike  LLMs, which are primarily assessed for text generation or question answering, LLM agents",https://dl.acm.org/doi/abs/10.1145/3711896.3736570,https://dl.acm.org/doi/pdf/10.1145/3711896.3736570,87,"/scholar?cites=4143708014406616729&as_sdt=5,33&sciodt=0,33&hl=en"
On Architecture of LLM agents,D Namiot; E Ilyushin,2025,International Journal of Open Information …,"– это попытка описать архитектуру LLM агентов с более  Действительно, идеи  улучшения взаимодействия с LLM  для решения задач с помощью LLM. Агенты – это просто",http://www.injoit.ru/index.php/j1/article/view/2057,http://www.injoit.ru/index.php/j1/article/download/2057/1830,11,"/scholar?cites=16265464171171557390&as_sdt=5,33&sciodt=0,33&hl=en"
Decoagent: Large language model empowered decentralized autonomous collaboration agents based on smart contracts,A Jin; Y Ye; B Lee; Y Qiao,2024,IEEe Access,"This paper investigates the construction process of single LLM agents and identifies  three common modules: Memory, Planning, and Execution. Through the interaction of these",https://ieeexplore.ieee.org/abstract/document/10720018/,https://ieeexplore.ieee.org/iel8/6287639/6514899/10720018.pdf,27,"/scholar?cites=14244717449598947053&as_sdt=5,33&sciodt=0,33&hl=en"
A survey on large language model based human-agent systems,HP Zou; WC Huang; Y Wu; Y Chen; C Miao,2025,Authorea …,"comprehensive and structured survey of LLM-HAS. It clarifies  For instance, conversational  LLM agents can assist users by  clarity and dialogue management capabilities of LLM agents.",https://www.techrxiv.org/doi/full/10.36227/techrxiv.174612962.26131807,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.174612962.26131807,14,"/scholar?cites=13171141889483890476&as_sdt=5,33&sciodt=0,33&hl=en"
Agent q: Advanced reasoning and learning for autonomous ai agents,P Putta; E Mills; N Garg; S Motwani; C Finn,2024,arXiv preprint arXiv …,"Our method allows LLM agents to learn effectively from both successful and unsuccessful  trajectories, thereby improving their generalization in complex, multi-step reasoning tasks. We",https://arxiv.org/abs/2408.07199,https://arxiv.org/pdf/2408.07199?,215,"/scholar?cites=10877813969856293273&as_sdt=5,33&sciodt=0,33&hl=en"
"Frontiers of large language model-based agentic systems-construction, efficacy and safety",J He; R Ghosh; K Walia; J Chen; T Dhadiwal,2024,Proceedings of the 33rd …,"Satya Nadella, CNBC [1] This tutorial explores Large Language Model (LLM)-based  autonomous agents, addressing the lack of comprehensive guides on the topic. It systematically",https://dl.acm.org/doi/abs/10.1145/3627673.3679105,https://dl.acm.org/doi/pdf/10.1145/3627673.3679105,11,"/scholar?cites=10569559045420325030&as_sdt=5,33&sciodt=0,33&hl=en"
A study on the mcp x a2a framework for enhancing interoperability of llm-based autonomous agents,C Jeong,2025,arXiv preprint arXiv:2506.01804,This paper provides an in-depth technical analysis and implementation methodology of the  open-source Agent-to-Agent (A2A) protocol developed by Google and the Model Context,https://arxiv.org/abs/2506.01804,https://arxiv.org/pdf/2506.01804,16,"/scholar?cites=5302804868913220829&as_sdt=5,33&sciodt=0,33&hl=en"
Towards autonomous system: flexible modular production system enhanced with large language model agents,Y Xia; M Shenoy; N Jazdi,2023,2023 IEEE 28th …,", LLM-agents are designed to interpret descriptive information in the digital twins and control  the physical system through service interfaces. These LLM-agents  as input, the LLM-agents",https://ieeexplore.ieee.org/abstract/document/10275362/,https://arxiv.org/pdf/2304.14721,138,"/scholar?cites=11370606791637554141&as_sdt=5,33&sciodt=0,33&hl=en"
AIoT smart home via autonomous LLM agents,D Rivkin; F Hogan; A Feriani; A Konar,2024,IEEE Internet of …,"Autonomous Agents LLM-powered autonomous agents are designed to perform complex  and diverse tasks. Usually, this involves decomposing the task into multiple stages or subtasks",https://ieeexplore.ieee.org/abstract/document/10729865/,,71,"/scholar?cites=7686181926759431160&as_sdt=5,33&sciodt=0,33&hl=en"
Agent-safetybench: Evaluating the safety of llm agents,Z Zhang; S Cui; Y Lu; J Zhou; J Yang; H Wang,2024,arXiv preprint arXiv …,"into the safety challenges and potential improvements for LLM agents. (5) High Quality and   LLM agents. Moreover, we identify two fundamental safety defects in current LLM agents",https://arxiv.org/abs/2412.14470,https://arxiv.org/pdf/2412.14470,117,"/scholar?cites=13632653504669362134&as_sdt=5,33&sciodt=0,33&hl=en"
Multiagentbench: Evaluating the collaboration and competition of llm agents,K Zhu; H Du; Z Hong; X Yang; S Guo,2025,Proceedings of the …,Large Language Models (LLMs) have shown remarkable capabilities as autonomous  agents; yet existing benchmarks either focus on single-agent tasks or are confined to narrow,https://aclanthology.org/2025.acl-long.421/,https://aclanthology.org/2025.acl-long.421.pdf,117,"/scholar?cites=18373405712514968202&as_sdt=5,33&sciodt=0,33&hl=en"
Survey on evaluation of llm-based agents,A Yehudai; L Eden; A Li; G Uziel; Y Zhao,2025,arXiv preprint arXiv …,"Common terms include “LLM-based Agents”, ‘LLM Agents”, “Language Agents”, “AI Agents”,  “Agents,” and “Agentic Systems”. We adopt the terms “LLM-based agents” and “LLM agents",https://arxiv.org/abs/2503.16416,https://arxiv.org/pdf/2503.16416,140,"/scholar?cites=15426870596102221307&as_sdt=5,33&sciodt=0,33&hl=en"
"Reason for future, act for now: A principled architecture for autonomous LLM agents",Z Liu; H Hu; S Zhang; H Guo; S Ke; B Liu,2024,Forty-first International …,"In particular, we focus on the sample efficiency of autonomous LLM agents in interactive   However, to tailor existing RL techniques for autonomous LLM agents, we lack a rigorous",https://openreview.net/forum?id=MGkeWJxQVl,https://openreview.net/pdf?id=MGkeWJxQVl,23,"/scholar?cites=4081571305387143859&as_sdt=5,33&sciodt=0,33&hl=en"
Agents of change: Self-evolving llm agents for strategic planning,N Belle; D Barnes; A Amayuelas; I Bercovich,2025,arXiv preprint arXiv …,"We address the long-horizon gap in large language model (LLM) agents by enabling them  to sustain coherent strategies in adversarial, stochastic environments. Settlers of Catan",https://arxiv.org/abs/2506.04651,https://arxiv.org/pdf/2506.04651,14,"/scholar?cites=12467575109392070771&as_sdt=5,33&sciodt=0,33&hl=en"
A survey on trustworthy llm agents: Threats and countermeasures,M Yu; F Meng; X Zhou; S Wang; J Mao; L Pan,2025,Proceedings of the 31st …,"LLM-based agents and Multi-agent Systems (MAS) have significantly expanded the capabilities  of LLM  MAS, we extend the concept of Trustworthy LLM to the emerging paradigm of",https://dl.acm.org/doi/abs/10.1145/3711896.3736561,https://dl.acm.org/doi/pdf/10.1145/3711896.3736561,115,"/scholar?cites=10432425910303948303&as_sdt=5,33&sciodt=0,33&hl=en"
Memory matters: The need to improve long-term memory in llm-agents,K Hatalis; D Christou; J Myers; S Jones,2023,Proceedings of the …,"We discuss how short-term memory and long-term memory are currently being used in LLM   on the risks with using vector-databases for long-term memory. In future work, exploring the",https://ojs.aaai.org/index.php/AAAI-SS/article/view/27688,https://ojs.aaai.org/index.php/AAAI-SS/article/download/27688/27461,102,"/scholar?cites=329469941284550594&as_sdt=5,33&sciodt=0,33&hl=en"
Traineragent: Customizable and efficient model training through llm-powered multi-agent system,H Li; H Jiang; T Zhang; Z Yu; A Yin; H Cheng,2023,arXiv preprint arXiv …,"Large Language Model (LLM) Agents, has become a key focus in the industry. Leveraging  the powerful analytical, planning, and decision-making capabilities of LLM,  integration of LLM-",https://arxiv.org/abs/2311.06622,https://arxiv.org/pdf/2311.06622,20,"/scholar?cites=3268738111448654981&as_sdt=5,33&sciodt=0,33&hl=en"
Agentic LLMs in the supply chain: towards autonomous multi-agent consensus-seeking,V Jannelli; S Schoepf; M Bickel; T Netland,2026,International Journal of …,"Recent advances in Generative AI, particularly Large Language Model agents (LLM  agents), could overcome these barriers. This paper explores how LLM agents can automate",https://www.tandfonline.com/doi/abs/10.1080/00207543.2025.2604311,https://www.tandfonline.com/doi/pdf/10.1080/00207543.2025.2604311,30,"/scholar?cites=11746026504205669177&as_sdt=5,33&sciodt=0,33&hl=en"
