title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url
Fincon: A synthesized llm multi-agent system with conceptual verbal reinforcement for enhanced financial decision making,Y Yu; Z Yao; H Li; Z Deng; Y Jiang,2024,Advances in …,"While LLM-based agent systems have achieved impressive  decision-making through  timely experience refinement is underexplored. We introduce FINCON, an LLM-based multi-agent",https://proceedings.neurips.cc/paper_files/paper/2024/hash/f7ae4fe91d96f50abc2211f09b6a7e49-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/f7ae4fe91d96f50abc2211f09b6a7e49-Paper-Conference.pdf,254,"/scholar?cites=5413685056258493339&as_sdt=5,33&sciodt=0,33&hl=en"
AgentGen: Enhancing Planning Abilities for Large Language Model based Agent via Environment and Task Generation,M Hu; P Zhao; C Xu; Q Sun; JG Lou; Q Lin,2025,Proceedings of the 31st …,"This twostage approach, similar to the Chain-of-Thought [74], can better assist the LLM in  creating high-quality environments. For generating environment specifications, One direct",https://dl.acm.org/doi/abs/10.1145/3690624.3709321,https://dl.acm.org/doi/pdf/10.1145/3690624.3709321,68,"/scholar?cites=12465826572462597950&as_sdt=5,33&sciodt=0,33&hl=en"
Conceptagent: Llm-driven precondition grounding and tree search for robust task planning and execution,C Rivera; G Byrd; W Paul; T Feldman,2025,… on Robotics and …,"Below, we detail each phase, emphasizing how the LLM guides planning and decision-making.  1) Selection Based on Upper Confidence Bound: The selection phase is based on the",https://ieeexplore.ieee.org/abstract/document/11128414/,https://arxiv.org/pdf/2410.06108?,13,"/scholar?cites=7892576315935032402&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model based multi-agents: A survey of progress and challenges,T Guo; X Chen; Y Wang; R Chang; S Pei,2024,arXiv preprint arXiv …,"as autonomous agents to do many tasks automatically. Recently, based on the development  of using one LLM as a single planning or decision-making agent, LLMbased multi-agent",https://arxiv.org/abs/2402.01680,https://arxiv.org/pdf/2402.01680,1535,"/scholar?cites=14923148813615145696&as_sdt=5,33&sciodt=0,33&hl=en"
Twostep: Multi-agent task planning using classical planners and large language models,D Bai; I Singh; D Traum; J Thomason,2024,arXiv preprint arXiv:2403.17246,for multi-agent planning goal decomposition. We demonstrate that LLM-based goal  decomposition leads to faster planning times than solving multiagent PDDL problems directly while,https://arxiv.org/abs/2403.17246,https://arxiv.org/pdf/2403.17246?,54,"/scholar?cites=720699404234976235&as_sdt=5,33&sciodt=0,33&hl=en"
A survey on the optimization of large language model-based agents,S Du; J Zhao; J Shi; Z Xie; X Jiang; Y Bai,2026,ACM Computing …,"-free strategies that optimize agent behavior through prompt  for agents, review key applications  of LLM-based agents, and  of decision-making, long-term planning, and adaptability for",https://dl.acm.org/doi/abs/10.1145/3789261,https://dl.acm.org/doi/full/10.1145/3789261,24,"/scholar?cites=11666181406528668769&as_sdt=5,33&sciodt=0,33&hl=en"
Beyond react: A planner-centric framework for complex tool-augmented llm reasoning,X Wei; Y Dong; X Wang; X Zhang; Z Zhao,2026,Proceedings of the …,"ReAct are prone to local optimization traps due to their reliance on incremental decision-making   global Directed Acyclic Graph (DAG) planning for complex queries, enabling optimized",https://ojs.aaai.org/index.php/AAAI/article/view/40676,https://ojs.aaai.org/index.php/AAAI/article/view/40676/44637,7,"/scholar?cites=16275696610511684019&as_sdt=5,33&sciodt=0,33&hl=en"
Tptu-v2: Boosting task planning and tool usage of large language model-based agents in real-world industry systems,Y Kong; J Ruan; Y Chen; B Zhang; T Bao,2024,Proceedings of the …,to improve the Task Planning and Tool Usage (TPTU) abilities of LLM-based agents in the  real- • We identify three practical challenges LLMbased agents face in task planning and tool,https://aclanthology.org/2024.emnlp-industry.27/,https://aclanthology.org/2024.emnlp-industry.27.pdf,81,"/scholar?cites=12804145351990415605&as_sdt=5,33&sciodt=0,33&hl=en"
A survey of task planning with large language models,W Zhai; J Liao; Z Chen; B Su; X Zhao,2025,Intelligent Computing,a sequence of actions through reasoning and decision-making to achieve defined goals  and accomplish designated tasks. We formulate the task planning with an LLM as a mapping,https://spj.science.org/doi/abs/10.34133/icomputing.0124,https://spj.science.org/doi/full/10.34133/icomputing.0124,11,"/scholar?cites=794100839084591980&as_sdt=5,33&sciodt=0,33&hl=en"
From llm reasoning to autonomous ai agents: A comprehensive review,MA Ferrag; N Tihanyi; M Debbah,2025,arXiv preprint arXiv:2504.19678,"frameworks introduced between 2023 and 2025 that integrate large language models with  modular toolkits to enable autonomous decision-making and multi-step reasoning. Moreover,",https://arxiv.org/abs/2504.19678,https://arxiv.org/pdf/2504.19678?,166,"/scholar?cites=18364990593051905415&as_sdt=5,33&sciodt=0,33&hl=en"
Large language models as commonsense knowledge for large-scale task planning,Z Zhao; WS Lee; D Hsu,2023,Advances in neural information …,"scale up task planning. In our new LLM-MCTS algorithm, the LLM-induced world model  provides a  prior belief for MCTS to achieve effective reasoning; the LLM-induced policy acts as a",https://proceedings.neurips.cc/paper_files/paper/2023/hash/65a39213d7d0e1eb5d192aa77e77eeb7-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/65a39213d7d0e1eb5d192aa77e77eeb7-Paper-Conference.pdf,454,"/scholar?cites=18406274173092589648&as_sdt=5,33&sciodt=0,33&hl=en"
Reasoning with language model is planning with world model,S Hao; Y Gu; H Ma; J Hong; Z Wang,2023,Proceedings of the …,"reasoning steps. To overcome the limitations, we propose a new LLM reasoning framework,  Reasoning via Planning ( ), and we denote it as Chain-of-Thought (CoT) as the solution is",https://aclanthology.org/2023.emnlp-main.507/,https://aclanthology.org/2023.emnlp-main.507.pdf,1013,"/scholar?cites=17026753006421378560&as_sdt=5,33&sciodt=0,33&hl=en"
ReAcTree: Hierarchical LLM Agent Trees with Control Flow for Long-Horizon Task Planning,JW Choi; H Kim; H Ong; M Jang; D Kim; J Kim,2025,arXiv preprint arXiv …,"We consider the agentic planning problem as a sequential decision-making problem aimed  at achieving a goal 𝑔 expressed in natural language. At each time step 𝑡, the agent has",https://arxiv.org/abs/2511.02424,https://arxiv.org/pdf/2511.02424,2,"/scholar?cites=5703859018681834470&as_sdt=5,33&sciodt=0,33&hl=en"
Enhancing llm-based agents via global planning and hierarchical execution,J Chen; H Li; J Yang; Y Liu; Q Ai,2025,arXiv preprint arXiv:2504.16563,"example of the competitive agent frameworks in our experiment, including ReAct, CodeAct,  and GoalAct, with GLM-4-Plus as the base LLM. We observe that ReAct has restricted action",https://arxiv.org/abs/2504.16563,https://arxiv.org/pdf/2504.16563,10,"/scholar?cites=13928514546480039759&as_sdt=5,33&sciodt=0,33&hl=en"
"A survey of llm-based agents: Theories, technologies, applications and suggestions",X Dong; X Zhang; W Bu; D Zhang,2024,2024 3rd International …,"Compared with previous AI agents, LLM-based agents can demonstrate 1) Autonomy  ; 2)  Spontaneity through complex planning, which promotes more reasonable decision-making; 3)",https://ieeexplore.ieee.org/abstract/document/10748304/,,32,"/scholar?cites=14546474376125080307&as_sdt=5,33&sciodt=0,33&hl=en"
Controlling large language model-based agents for large-scale decision-making: An actor-critic approach,B Zhang; H Mao; J Ruan; Y Wen; Y Li; S Zhang,2023,arXiv preprint arXiv …,but also allows each actor to maintain independent exploration and decision-making  the  decision-making capabilities of LLMbased agents in large-scale multi-agent environments. This,https://arxiv.org/abs/2311.13884,https://arxiv.org/pdf/2311.13884,56,"/scholar?cites=10440225051696517544&as_sdt=5,33&sciodt=0,33&hl=en"
Stride: A tool-assisted llm agent framework for strategic and interactive decision-making,C Li; R Yang; T Li; M Bafarassat; K Sharifi,2024,arXiv preprint arXiv …,LLM agent framework equipped with memory and specialized tools to enhance their strategic  decision-making  bilateral bargaining and multi-agent and dynamic mechanism design. We,https://arxiv.org/abs/2405.16376,https://arxiv.org/pdf/2405.16376,36,"/scholar?cites=3308435312596808509&as_sdt=5,33&sciodt=0,33&hl=en"
Plangenllms: A modern survey of llm planning capabilities,H Wei; Z Zhang; S He; T Xia; S Pan,2025,Proceedings of the 63rd …,"With more advanced LLM planning, we reexamine this critical  key research questions  in LLM planning: What foundational  How far are we on the decision-making of llms? evaluating",https://aclanthology.org/2025.acl-long.958/,https://aclanthology.org/2025.acl-long.958.pdf,78,"/scholar?cites=7154060866425652896&as_sdt=5,33&sciodt=0,33&hl=en"
CoReaAgents: A Collaboration and Reasoning Framework Based on LLM-Powered Agents for Complex Reasoning Tasks,Z Han; J Wang; X Yan; Z Jiang; Y Zhang; S Liu,2025,Applied Sciences,"studies on planning strategies for LLM-powered agents have  into two types: static planning  and dynamic planning [11]. Static  reasoning into the planning process, ReAct separates",https://www.mdpi.com/2076-3417/15/10/5663,https://www.mdpi.com/2076-3417/15/10/5663,4,"/scholar?cites=17014785644443083401&as_sdt=5,33&sciodt=0,33&hl=en"
"Thought Management System for long-horizon, goal-driven LLM agents",A Bidochko; Y Vyklyuk,2025,Journal of Computational Science,"TMS empowers agents to dynamically prioritize goals, decompose complex objectives into   refine decision-making. By integrating reinforcement learning reward mechanisms, agents",https://www.sciencedirect.com/science/article/pii/S1877750325002170,,3,"/scholar?cites=13000890184828523514&as_sdt=5,33&sciodt=0,33&hl=en"
LLM agents for smart city management: Enhancing decision support through multi-agent AI systems,A Kalyuzhnaya; S Mityagin; E Lutsenko; A Getmanov,2025,Smart Cities,This study investigates the implementation of LLM agents in  -agent systems for the  improvement of urban decision making  accuracy of urban decision making while maintaining high,https://www.mdpi.com/2624-6511/8/1/19,https://www.mdpi.com/2624-6511/8/1/19,53,"/scholar?cites=6035672886755458924&as_sdt=5,33&sciodt=0,33&hl=en"
Leveraging pre-trained large language models to construct and utilize world models for model-based task planning,L Guan; K Valmeekam; S Sreedharan,2023,Advances in …,"action models for downstream planning tasks. For one, by utilizing an LLM to translate user   -of-the-art algorithm ReAct [60] with GPT-4 as the underlying LLM planner. However, we",https://proceedings.neurips.cc/paper_files/paper/2023/hash/f9f54762cbb4fe4dbffdd4f792c31221-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/f9f54762cbb4fe4dbffdd4f792c31221-Paper-Conference.pdf,377,"/scholar?cites=16966396405025622906&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-coordination: evaluating and analyzing multi-agent coordination abilities in large language models,S Agashe; Y Fan; A Reyna,2025,Findings of the Association …,"ToM Reasoning, and Joint Planning. Results from Agentic Coordination experiments reveal  that LLM-Agents excel in multi-agent coordination settings where decision-making primarily",https://aclanthology.org/2025.findings-naacl.448/,https://aclanthology.org/2025.findings-naacl.448.pdf,89,"/scholar?cites=17807496829242414710&as_sdt=5,33&sciodt=0,33&hl=en"
Adaptive Domain Modeling with Language Models: A Multi-Agent Approach to Task Planning,H Babu; P Schillinger; T Asfour,2025,2025 IEEE 21st International …,anism by describing the multi-agent framework and the internal architecture of the LLM   Results We evaluated TAPAS on benchmark planning problems from LLM+P [16] and additional,https://ieeexplore.ieee.org/abstract/document/11164110/,https://arxiv.org/pdf/2506.19592?,1,"/scholar?cites=17211685345421548856&as_sdt=5,33&sciodt=0,33&hl=en"
Text2reaction: Enabling reactive task planning using large language models,Z Yang; L Ning; H Wang; T Jiang,2024,IEEE Robotics and …,"planning problems without complex definitions and extra training. We propose Text2Reaction,  an LLM- -by-step re-planning process, we present the Re-planning Prompt, which informs",https://ieeexplore.ieee.org/abstract/document/10452794/,,32,"/scholar?cites=3773198311387976814&as_sdt=5,33&sciodt=0,33&hl=en"
Learning when to plan: Efficiently allocating test-time compute for llm agents,D Paglieri; B Cupiał; J Cook; U Piterbarg,2025,arXiv preprint arXiv …,"facilitates effective allocation of test-time compute in sequential decision making environments,  showing that LLM agents can be trained to use additional computational resources",https://arxiv.org/abs/2509.03581,https://arxiv.org/pdf/2509.03581,7,"/scholar?cites=557421161667072468&as_sdt=5,33&sciodt=0,33&hl=en"
Legalgpt: Legal chain of thought for the legal large language model multi-agent framework,J Shi; Q Guo; Y Liao; S Liang,2024,International Conference on Intelligent …,"to the latest concepts of agent design, by integrating agents with LLMs, utilized  , chain-of-thought  (COT) reasoning has produced significant results in tasks such as arithmetic reasoning [",https://link.springer.com/chapter/10.1007/978-981-97-5678-0_3,http://dspace.ustc.edu.cn/wp-content/uploads/2025/11/LegalGPT.pdf,26,"/scholar?cites=5999560449436852712&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-empowered embodied agent for memory-augmented task planning in household robotics,M Glocker; P Hönig; M Hirschmanner,2025,arXiv preprint arXiv …,"robotic system with an LLM-driven agent-orchestration architecture  The system integrates  memoryaugmented task planning,  specialized agents: a routing agent, a task planning agent,",https://arxiv.org/abs/2504.21716,https://arxiv.org/pdf/2504.21716?,20,"/scholar?cites=9095515403946484537&as_sdt=5,33&sciodt=0,33&hl=en"
Reflact: World-grounded decision making in llm agents via goal-state reflection,J Kim; S Rhee; M Kim; D Kim; S Lee,2025,Proceedings of the …,"Recent advances in LLM agents have largely built on reasoning backbones like ReAct, which   that shifts reasoning from merely planning next actions to continuously reflecting on the",https://aclanthology.org/2025.emnlp-main.1697/,https://aclanthology.org/2025.emnlp-main.1697.pdf,17,"/scholar?cites=8836360796945414956&as_sdt=5,33&sciodt=0,33&hl=en"
Personal large language model agents: A case study on tailored travel planning,H Singh; N Verma; Y Wang; M Bharadwaj,2024,Proceedings of the …,"to LLM agents, to our knowledge, there is no prior art on the personalized LLM agent, and we  are the first to introduce a personal LLM  into the decisionmaking process of the LLM agent.",https://aclanthology.org/2024.emnlp-industry.37/,https://aclanthology.org/2024.emnlp-industry.37.pdf,43,"/scholar?cites=11004339073950324890&as_sdt=5,33&sciodt=0,33&hl=en"
Planning with multi-constraints via collaborative language agents,C Zhang; XD Goh; D Li; H Zhang,2025,Proceedings of the 31st …,"outperforming GPT-4 with ReAct on APIBank by 13.64%, showing the immense potential of   LLM with multi-agent systems. We also show that PMC works with small LLM as the planning",https://aclanthology.org/2025.coling-main.672/,https://aclanthology.org/2025.coling-main.672.pdf,28,"/scholar?cites=9178290831940866445&as_sdt=5,33&sciodt=0,33&hl=en"
Autogen: Enabling next-gen LLM applications via multi-agent conversations,Q Wu; G Bansal; J Zhang; Y Wu; B Li; E Zhu,2024,First conference on …,"LLM applications by composing multiple agents to converse with each other to accomplish  tasks. AutoGen agents  types of agents in LangChain Agents, with the ReAct agent being a",https://openreview.net/forum?id=BAakY1hNKS&utm_source=,https://openreview.net/pdf?id=BAakY1hNKS,1629,"/scholar?cites=8332866178449503775&as_sdt=5,33&sciodt=0,33&hl=en"
Pre-act: Multi-step planning and reasoning improves acting in llm agents,M Rawat; A Gupta; R Goomer; A Di Bari,2025,arXiv preprint arXiv …,"Although the LLM is the system’s cognitive backbone that drives reasoning, decision-making,  and tool use, agent performance declines if the LLM orchestrator lacks intelligence or",https://arxiv.org/abs/2505.09970,https://arxiv.org/pdf/2505.09970,15,"/scholar?cites=4989143397965613613&as_sdt=5,33&sciodt=0,33&hl=en"
LLM3: Large Language Model-based Task and Motion Planning with Motion Failure Reasoning,S Wang; M Han; Z Jiao; Z Zhang; YN Wu,2024,2024 IEEE/RSJ …,"LLM3, a novel Large Language Model (LLM)-based TAMP  Specifically, we leverage the  powerful reasoning and planning  We adopt Chainof-Thought (CoT) prompting to have the LLM",https://ieeexplore.ieee.org/abstract/document/10801328/,https://arxiv.org/pdf/2403.11552?,109,"/scholar?cites=8018666634403922128&as_sdt=5,33&sciodt=0,33&hl=en"
A dynamic LLM-powered agent network for task-oriented agent collaboration,Z Liu; Y Zhang; P Li; Y Liu; D Yang,2024,First Conference on Language …,"strong baselines in code generation, decision-making, general reasoning, and arithmetic   framework for LLM-powered agent collaboration named Dynamic LLMPowered Agent Network",https://openreview.net/forum?noteId=s5GcMkBpGb,https://openreview.net/pdf?id=XII0Wp1XA9,157,"/scholar?cites=3026400046568557452&as_sdt=5,33&sciodt=0,33&hl=en"
Why Reasoning Fails to Plan: A Planning-Centric Analysis of Long-Horizon Decision Making in LLM Agents,Z Wang; F Wu; H Wang; X Tang; B Li; Z Yin,2026,arXiv preprint arXiv …,": step-wise reasoning induces a form of step- planning, where early actions must account  for delayed consequences. From this planning-centric perspective, we study LLM-based agents",https://arxiv.org/abs/2601.22311,https://arxiv.org/pdf/2601.22311,0,
Embodied agent interface: Benchmarking llms for embodied decision making,M Li; S Zhao; Q Wang; K Wang,2024,Advances in …,"INTERFACE, built on top of our object-centric and LTL-based task specification, we  formalize four critical ability modules in LLM-based embodied decision making, as illustrated in",https://proceedings.neurips.cc/paper_files/paper/2024/hash/b631da756d1573c24c9ba9c702fde5a9-Abstract-Datasets_and_Benchmarks_Track.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/b631da756d1573c24c9ba9c702fde5a9-Paper-Datasets_and_Benchmarks_Track.pdf,196,"/scholar?cites=2488405281591567279&as_sdt=5,33&sciodt=0,33&hl=en"
"From llms to llm-based agents for software engineering: A survey of current, challenges and future",H Jin; L Huang; H Cai; J Yan; B Li; H Chen,2024,arXiv preprint arXiv …,"code generation, autonomous decision-making, software design,  the work of LLMs and  LLM-based agents from these six topics,  reasoning, decision-making, and adaptive planning",https://arxiv.org/abs/2408.02479,https://arxiv.org/pdf/2408.02479,237,"/scholar?cites=18228541973918888018&as_sdt=5,33&sciodt=0,33&hl=en"
Dsgbench: A diverse strategic game benchmark for evaluating llm-based agents in complex decision-making environments,W Tang; Y Zhou; E Xu; K Cheng; M Li,2025,arXiv preprint arXiv …,"to evaluate the strategic decision-making capabilities of LLM-based agents in diverse  and  For the first time, we assess LLM-based agents based on key cognitive decision-making",https://arxiv.org/abs/2503.06047,https://arxiv.org/pdf/2503.06047?,15,"/scholar?cites=16051183216974434412&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-assist: Enhancing closed-loop planning with language-based reasoning,SP Sharan; F Pittaluga; M Chandraker,2023,arXiv preprint arXiv:2401.00125,"” [34] introduces a new paradigm that enhances the capabilities of large language models  in complex tasks requiring both reasoning and decision-making, by prompting these models",https://arxiv.org/abs/2401.00125,https://arxiv.org/pdf/2401.00125,79,"/scholar?cites=14277364866457062060&as_sdt=5,33&sciodt=0,33&hl=en"
Knowagent: Knowledge-augmented planning for llm-based agents,Y Zhu; S Qiao; Y Ou; S Deng; S Lyu,2025,Findings of the …,"To further substantiate this claim, we refer to the experimental outcomes from KNOWAGENT  and ReAct within HotpotQA, as demonstrated in Figure 5. For a given question, ReAct’s",https://aclanthology.org/2025.findings-naacl.205/,https://aclanthology.org/2025.findings-naacl.205.pdf,102,"/scholar?cites=2724751063976304426&as_sdt=5,33&sciodt=0,33&hl=en"
Llm as a mastermind: A survey of strategic reasoning with large language models,Y Zhang; S Mao; T Ge; X Wang; A de Wynter,2024,arXiv preprint arXiv …,", which may focus on static problem-solving or single-agent decision-making, strategic  reasoning is inherently dynamic and interactive, requiring a continuous assessment of the",https://arxiv.org/abs/2404.01230,https://arxiv.org/pdf/2404.01230,175,"/scholar?cites=12175326032677524371&as_sdt=5,33&sciodt=0,33&hl=en"
Personality-driven decision-making in LLM-based autonomous agents,L Newsham; D Prince,2025,arXiv preprint arXiv:2504.00727,"shapes LLM-based agent behaviour is crucial not only for enhancing the plausibility of Deceptive  Agents  personality traits influence decision-making in LLM-based agents, offering both",https://arxiv.org/abs/2504.00727,https://arxiv.org/pdf/2504.00727?,15,"/scholar?cites=2167904126723463474&as_sdt=5,33&sciodt=0,33&hl=en"
Robotouille: An asynchronous planning benchmark for LLM agents,G Gonzalez-Pumariega; LS Yean; N Sunkara,2025,arXiv preprint arXiv …,We use an ablated version of ReAct that only keeps the reasoning and action of the previous  timestep in context (along with the base prompt and in-context examples); the improved,https://arxiv.org/abs/2502.05227,https://arxiv.org/pdf/2502.05227?,16,"/scholar?cites=6112160064068630096&as_sdt=5,33&sciodt=0,33&hl=en"
"Perceive, reflect, and plan: Designing llm agent for goal-directed city navigation without instructions",Q Zeng; Q Yang; S Dong; H Du; L Zheng; F Xu,2024,arXiv preprint arXiv …,"The React agent have no memory so it can not take detours.  Besides, we show that  reflection and planning can help the LLM agent to form the cognitive map and further contribute to",https://arxiv.org/abs/2408.04168,https://arxiv.org/pdf/2408.04168,34,"/scholar?cites=13934428538786325349&as_sdt=5,33&sciodt=0,33&hl=en"
ELHPlan: Efficient Long-Horizon Task Planning for Multi-Agent Collaboration,S Ling; Y Wang; C Fan; TL Lam; J Hu,2025,arXiv preprint arXiv:2509.24230,"planning in single-agent task planning, and by combining centralized coordination with shared  memory in multi-agent  -of-the-art LLMbased multi-agent planning approaches: CoELA [13",https://arxiv.org/abs/2509.24230,https://arxiv.org/pdf/2509.24230,3,"/scholar?cites=7554665777134284680&as_sdt=5,33&sciodt=0,33&hl=en"
Agentlite: A lightweight library for building and advancing task-oriented llm agent system,Z Liu; W Yao; J Zhang; L Yang; Z Liu; J Tan,2024,arXiv preprint arXiv …,"the optimal reasoning strategies and agent architectures. Accordingly, LLM agent research  advances from the simple chain-of-thought prompting to more complex ReAct and Reflection",https://arxiv.org/abs/2402.15538,https://arxiv.org/pdf/2402.15538,74,"/scholar?cites=1409255541506468857&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model-based human-agent collaboration for complex task solving,X Feng; ZY Chen; Y Qin; Y Lin; X Chen,2024,Findings of the …,LLM-based agents to supplant human decision-making. This  LLM-based human-agent  collaboration for complex task solving and explore the dynamics and efficacy of the human-agent,https://aclanthology.org/2024.findings-emnlp.72/,https://aclanthology.org/2024.findings-emnlp.72.pdf,56,"/scholar?cites=17142642360917953399&as_sdt=5,33&sciodt=0,33&hl=en"
Autogpt+ p: Affordance-based task planning with large language models,T Birr; C Pohl; A Younes; T Asfour,2024,arXiv preprint arXiv:2402.10778,"the closedworld planning problem by extending the LLM+P  and dynamic planning domain  generation based on the agents’  alone improves the planning capabilities of the LLM, we",https://arxiv.org/abs/2402.10778,https://arxiv.org/pdf/2402.10778,61,"/scholar?cites=6470858095143819674&as_sdt=5,33&sciodt=0,33&hl=en"
"Exploring large language model based intelligent agents: Definitions, methods, and prospects",Y Cheng; C Zhang; Z Zhang; X Meng; S Hong,2024,arXiv preprint arXiv …,"communication issues between agents. The discussions also  We conclude by envisioning  prospects for LLM-based agents with agents’ decision-making and planning capabilities, LLM-",https://arxiv.org/abs/2401.03428,https://arxiv.org/pdf/2401.03428,251,"/scholar?cites=13524954284397213174&as_sdt=5,33&sciodt=0,33&hl=en"
