title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url
Autoiot: Llm-driven automated natural language programming for aiot applications,L Shen; Q Yang; Y Zheng; M Li,2025,Proceedings of the 31st Annual …,"to the LLM, facilitating iterative code correction and improvement. We note that although the  program synthesis process needs communication and interaction with remote LLM servers,",https://dl.acm.org/doi/abs/10.1145/3680207.3723486,https://dl.acm.org/doi/pdf/10.1145/3680207.3723486,27,"/scholar?cites=2933603675891757710&as_sdt=5,33&sciodt=0,33&hl=en"
Program Synthesis with LLM-Predicted Minimal Specialized Grammars,D Vella Zarb; G Parks; T Kipouros,2025,Proceedings of the Genetic and …,"grammars outside the domain of program synthesis, for example using the  program synthesis.  To our knowledge, this is the first application of LLM-predicted MSGs to program synthesis",https://dl.acm.org/doi/abs/10.1145/3712256.3726430,https://dl.acm.org/doi/pdf/10.1145/3712256.3726430,0,
LLMs with Test Feedback for Program Synthesis,M Nadzam,NA,NA,"pipeline for automated program synthesis using large language  If the code fails, the test  results are returned to the LLM for  and locally running an open source LLM on the Aura server.",https://is.muni.cz/th/invp6/LLMs_with_Test_Feedback_for_Program_Synthesis.pdf,https://is.muni.cz/th/invp6/LLMs_with_Test_Feedback_for_Program_Synthesis.pdf,0,
Synthesizing programmatic reinforcement learning policies with large language model guided search,M Liu; CH Yu; WH Lee; CW Hung; YC Chen,2024,arXiv preprint arXiv …,introduce a novel LLM-guided search framework (LLM-GS).  -DSL strategy – an LLM is  instructed to initially generate  Search-based program synthesis. Various search algorithms,https://arxiv.org/abs/2405.16450,https://arxiv.org/pdf/2405.16450?,15,"/scholar?cites=14152094062109672452&as_sdt=5,33&sciodt=0,33&hl=en"
Review and Mapping of Search-Based Approaches for Program Synthesis,T Saber; N Tao,2025,Information,"program synthesis. Finally, we briefly summarise recent approaches for LLM-based program  synthesis Furthermore, we survey all search-based program synthesis techniques without",https://www.mdpi.com/2078-2489/16/5/401,https://www.mdpi.com/2078-2489/16/5/401,2,"/scholar?cites=7280698115544710937&as_sdt=5,33&sciodt=0,33&hl=en"
The program testing ability of large language models for code,W Xiong; Y Guo; H Chen,2024,… of the 2024 Conference on Empirical …,"perspectives (than just program synthesis) is also anticipated,  test cases to enhance program  synthesis, we further leverage our  We evaluate the performance of each LLM in testing the",https://aclanthology.org/2024.emnlp-industry.3/,https://aclanthology.org/2024.emnlp-industry.3.pdf,23,"/scholar?cites=12222196705720176930&as_sdt=5,33&sciodt=0,33&hl=en"
Codegen: An open large language model for code with multi-turn program synthesis,E Nijkamp; B Pang; H Hayashi; L Tu; H Wang,2022,arXiv preprint arXiv …,"Program synthesis strives to generate a computer program  state-of-the-art for program  synthesis, though limited training  the multi-step paradigm for program synthesis, where a single",https://arxiv.org/abs/2203.13474,https://arxiv.org/pdf/2203.13474,1816,"/scholar?cites=5186746741430031321&as_sdt=5,33&sciodt=0,33&hl=en"
A Small-Scale System for Autoregressive Program Synthesis Enabling Controlled Experimentation,R Webb; J Ramapuram,2026,arXiv preprint arXiv:2602.09112,LLM instructions are found in the appendix; also note that GPT-5 is run in batch mode  of  an LLM’s reasoning capabilities. Further work on open models is needed to understand LLM,https://arxiv.org/abs/2602.09112,https://arxiv.org/pdf/2602.09112,0,
Evolving code with a large language model,E Hemberg; S Moskal; UM O'Reilly,2024,Genetic Programming and Evolvable …,"LLM-usage considerations as well as the scientific challenges that arise when using an LLM   In addition, both GP and LLMs are able to evolve code, ie perform program synthesis with",https://link.springer.com/article/10.1007/s10710-024-09494-2,https://link.springer.com/article/10.1007/s10710-024-09494-2,79,"/scholar?cites=14505454399088651657&as_sdt=5,33&sciodt=0,33&hl=en"
From Provable Correctness to Probabilistic Generation: A Comparative Review of Program Synthesis Paradigms,Z Kobaladze; A Arnania; T Sanikidze,2025,arXiv preprint arXiv:2508.00013,"This analysis makes the case that LLM-based synthesis is not just a technical development  but also a philosophical change in the way program specifications are thought of, moving",https://arxiv.org/abs/2508.00013,https://arxiv.org/pdf/2508.00013,0,
Hybrid automated program repair by combining large language models and program analysis,F Li; J Jiang; J Sun; H Zhang,2025,ACM Transactions on Software …,"Recently, LLM-based APR methods have shown promise in  Our approach leverages the  insight that LLM-generated patches,  101] in the field of program synthesis have also explored",https://dl.acm.org/doi/abs/10.1145/3715004,https://dl.acm.org/doi/full/10.1145/3715004,43,"/scholar?cites=10207256988009884478&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model for programming by example,S Zhang,2025,NA,Foofah and Prose show that LLM not only has the ability  LLM on the PBE style tasks and  offers potential future exploration of more robust LLM-driven reasoning and program synthesis,https://www.ideals.illinois.edu/items/136244,https://www.ideals.illinois.edu/items/136244/bitstreams/445341/data.pdf,0,
Gpiot: Tailoring small language models for iot program synthesis and development,L Shen; Q Yang; X Huang; Z Ma; Y Zheng,2025,Proceedings of the 23rd ACM …,"Note that to our best, currently there is no LLM-based program synthesis system tailored for  IoT application development. Therefore, we choose some SOTA code generation LLMs and",https://dl.acm.org/doi/abs/10.1145/3715014.3722064,https://dl.acm.org/doi/pdf/10.1145/3715014.3722064,24,"/scholar?cites=9024210979132808315&as_sdt=5,33&sciodt=0,33&hl=en"
Natural language commanding via program synthesis,A Gandhi; TQ Nguyen; H Jiao; R Steen,2023,arXiv preprint arXiv …,"issues by grounding program synthesis in relevant program  Furthermore, we combine  LLM-based program synthesis with static  approach to improve robustness of program synthesis.",https://arxiv.org/abs/2306.03460,https://arxiv.org/pdf/2306.03460,14,"/scholar?cites=4911123869793861169&as_sdt=5,33&sciodt=0,33&hl=en"
Function-constrained program synthesis,P Hajali; I Budvytis,2023,arXiv preprint arXiv:2311.15500,We begin by constraining a LLM to a set of user-provided functions V and querying the  constrained model to generate code. We model constrained code-generation as sampling code,https://arxiv.org/abs/2311.15500,https://arxiv.org/pdf/2311.15500,4,"/scholar?cites=14742720242572724888&as_sdt=5,33&sciodt=0,33&hl=en"
Large Language Model Driven Program Synthesis via Bayesian Optimization,S Tomar,2024,NA,We consider the task of generating functionally correct code using large language models (LLMs).  The correctness of generated code critically depends on the prompt used to query the,https://search.proquest.com/openview/f6277dcc52ad3e1e6e597b534387c0b2/1?pq-origsite=gscholar&cbl=18750&diss=y,https://rex.libraries.wsu.edu/view/pdfCoverPage?instCode=01ALLIANCE_WSU&filePid=13422898130001842&download=true,0,
GP and LLMs for Program Synthesis: No Clear Winners,JG Hernandez; AK Saini; G Ketron,2025,arXiv preprint arXiv …,in prompt modalities and the underlying LLM architectures: Copilot receives structured prompts   to specific data types to guide the LLM toward processing more semantically appropriate,https://arxiv.org/abs/2508.03966,https://arxiv.org/pdf/2508.03966,0,
LLM-aided automatic modeling for security protocol verification,Z Mao; J Wang; J Sun; S Qin,2025,2025 IEEE/ACM 47th …,"However, data for symbolic model synthesis are scarce, which is the primary reason why  our approach differs from these types of program synthesis. We believe that applying our",https://ieeexplore.ieee.org/abstract/document/11029741/,,6,"/scholar?cites=16028242293028192307&as_sdt=5,33&sciodt=0,33&hl=en"
A comparison of large language models and genetic programming for program synthesis,D Sobania; J Petke; M Briesch,2024,IEEE Transactions on …,"the performance of large language model based and evolutionary program synthesis, we   Although we cannot be sure that the large language model behind GitHub Copilot has not",https://ieeexplore.ieee.org/abstract/document/10551744/,https://discovery.ucl.ac.uk/id/eprint/10192702/1/bare_jrnl_new_sample4.pdf,15,"/scholar?cites=6049890896533319563&as_sdt=5,33&sciodt=0,33&hl=en"
A survey on code generation with llm-based agents,Y Dong; X Jiang; J Qian; T Wang; K Zhang,2025,arXiv preprint arXiv …,"generation primarily adopted program synthesis methods [1],  Although LLM technology  originated from natural language  the most promising application directions for LLM technology.",https://arxiv.org/abs/2508.00083,https://arxiv.org/pdf/2508.00083,56,"/scholar?cites=7337704227375584156&as_sdt=5,33&sciodt=0,33&hl=en"
Is your code generated by chatgpt really correct? rigorous evaluation of large language models for code generation,J Liu; CS Xia; Y Wang; L Zhang,2023,Advances in neural …,"score [50] are no longer reliable in the context of program synthesis. Ideally, we would like  to formally verify the correctness of LLM-provided solutions for any input, but verifying domain-",https://proceedings.neurips.cc/paper_files/paper/2023/hash/43e9d647ccd3e4b7b5baab53f0368686-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/43e9d647ccd3e4b7b5baab53f0368686-Paper-Conference.pdf,1858,"/scholar?cites=2867890409246450427&as_sdt=5,33&sciodt=0,33&hl=en"
Reward Design With Program Graphs for Reinforcement Learning Guided Training of Large Language Models for Program Synthesis,C Adiole,2024,NA,"To test this hypothesis, we design a model, also a Code LLM, that is able to perform a deep  semantic analysis on code in order to assign scores to programs. These scores serve as a",https://search.proquest.com/openview/47ce4ee4c2a1b7c2ab06add5c7262fa8/1?pq-origsite=gscholar&cbl=18750&diss=y,https://repository.rice.edu/bitstreams/b2fbedd6-0080-43a3-96eb-11b6bfe64e1b/download,0,
Synergistic utilization of llms for program synthesis,D Vella Zarb; G Parks; T Kipouros,2024,Proceedings of the Genetic and …,"LLMs, as opposed to the homogeneous case, in which a single LLM is used. In depth-first  search, we look at whether an LLM is more likely to arrive at a solution if it is first prompted with",https://dl.acm.org/doi/abs/10.1145/3638530.3654426,https://dl.acm.org/doi/pdf/10.1145/3638530.3654426,5,"/scholar?cites=2183018273312275721&as_sdt=5,33&sciodt=0,33&hl=en"
"If llm is the wizard, then code is the wand: A survey on how code empowers large language models to serve as intelligent agents",K Yang; J Liu; J Wu; C Yang; YR Fung; S Li,2024,arXiv preprint arXiv …,"We introduce the various types of feedback derived from code execution that can be jointly  utilized to benefit LLMs in §5.1, and discuss common methods for utilizing this feedback to",https://arxiv.org/abs/2401.00812,https://arxiv.org/pdf/2401.00812,124,"/scholar?cites=9078516900429750083&as_sdt=5,33&sciodt=0,33&hl=en"
FasterPy: An LLM-based Code Execution Efficiency Optimization Framework,Y Wu; M Han; R Li; P Liang; A Tahir; Z Li,2025,arXiv preprint arXiv …,"Finally, research on LLM-based code execution efficiency optimization also faces two  LLM  that has been explicitly fine-tuned for code execution efficiency optimization tasks. The LLM",https://arxiv.org/abs/2512.22827,https://arxiv.org/pdf/2512.22827,0,
Self-improving language models for evolutionary program synthesis: A case study on ARC-AGI,J Pourcel; C Colas; PY Oudeyer,2025,arXiv preprint arXiv:2507.14172,outperforms previous program synthesis methods based on open weight LLM and without  using  Our work demonstrates how program synthesis systems can transcend the limitations of,https://arxiv.org/abs/2507.14172,https://arxiv.org/pdf/2507.14172?,13,"/scholar?cites=12875398411283413692&as_sdt=5,33&sciodt=0,33&hl=en"
Large language models synergize with automated machine learning,J Xu; J Li; Z Liu; NAV Suryanarayanan; G Zhou,2024,arXiv preprint arXiv …,"This paper explores a novel form of program synthesis, targeting ML  2: Program synthesis  driven by autoregressive LLMs. The desired functions are provided as instructions to the LLM,",https://arxiv.org/abs/2405.03727,https://arxiv.org/pdf/2405.03727?,26,"/scholar?cites=10699154918267109848&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model-based agents for software engineering: A survey,J Liu; K Wang; Y Chen; X Peng; Z Chen,2024,ACM Transactions on …,"Compared to standalone LLMs, LLM-based agents  To date, LLM-based agents have been  applied and shown  In this work, we present a comprehensive and systematic survey on LLM-",https://dl.acm.org/doi/abs/10.1145/3796507,https://dl.acm.org/doi/pdf/10.1145/3796507,193,"/scholar?cites=10431165992050133755&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-based test-driven interactive code generation: User study and empirical evaluation,S Fakhoury; A Naik; G Sakkas,2024,IEEE Transactions …,"-feedback through LLM-generated tests to improve the trust and correctness of LLMgenerated  code.  , where a user prompts an hypothetical LLM to generate code satisfying their natural",https://ieeexplore.ieee.org/abstract/document/10606356/,https://arxiv.org/pdf/2404.10100,183,"/scholar?cites=3920094816206839874&as_sdt=5,33&sciodt=0,33&hl=en"
Perfcodegen: Improving performance of llm generated code with execution feedback,Y Peng; AD Gotmare; MR Lyu; C Xiong,2025,2025 IEEE/ACM …,"We provide the details of our OpenAI API usage, LLM hosting and inference environment,  and code execution environments in Appendix VIII-B. Note that given our choice of Python",https://ieeexplore.ieee.org/abstract/document/11052794/,https://arxiv.org/pdf/2412.03578?,42,"/scholar?cites=907092005196133237&as_sdt=5,33&sciodt=0,33&hl=en"
PLLM: Pseudo-Labeling Large Language Models for CAD Program Synthesis,Y Li; D Shu; Y Chen; M Klenk; D Ritchie,2026,arXiv preprint arXiv:2602.12561,CAD program synthesis from unlabeled 3D shapes. Given a pretrained CAD-capable LLM   We instantiate this idea in the context of CAD program synthesis using a pre-trained LLM as,https://arxiv.org/abs/2602.12561,https://arxiv.org/pdf/2602.12561,0,
"A real-world webagent with planning, long context understanding, and program synthesis",I Gur; H Furuta; A Huang; M Safdari; Y Matsuo,2023,arXiv preprint arXiv …,"We introduce WebAgent, an LLM-driven agent that learns from self-experience to complete   HTML-T5, a new pre-trained LLM for long HTML documents using local and global attention",https://arxiv.org/abs/2307.12856,https://arxiv.org/pdf/2307.12856,398,"/scholar?cites=11247435352141794384&as_sdt=5,33&sciodt=0,33&hl=en"
How efficient is llm-generated code? a rigorous & high-standard benchmark,R Qiu; WW Zeng; J Ezick; C Lott; H Tong,2024,arXiv preprint arXiv:2406.06647,) has significantly pushed the frontiers of program synthesis. Advancement of LLM-based  program synthesis calls for a thorough evaluation of LLM-generated code. Most evaluation,https://arxiv.org/abs/2406.06647,https://arxiv.org/pdf/2406.06647,44,"/scholar?cites=6956319356228318216&as_sdt=5,33&sciodt=0,33&hl=en"
Copilot evaluation harness: Evaluating llm-guided software programming,A Agarwal; A Chan; S Chandel; J Jang; S Miller,2024,arXiv preprint arXiv …,"One of the first works that evaluated LLMs for code considering code execution and test cases   Like HumanEval, we incorporate considerations of code execution and test cases, but we",https://arxiv.org/abs/2402.14261,https://arxiv.org/pdf/2402.14261,31,"/scholar?cites=17245340031896277697&as_sdt=5,33&sciodt=0,33&hl=en"
Usage of large language model for code generation tasks: A review,S Bistarelli; M Fiore; I Mercanti; M Mongiello,2025,SN Computer Science,benefits and drawbacks of using a Large Language Model for the generation of simple and   ranging from debugging to multi-turn program synthesis. The findings offer a foundation for,https://link.springer.com/article/10.1007/s42979-025-04241-5,https://link.springer.com/article/10.1007/s42979-025-04241-5,16,"/scholar?cites=11405490116243111574&as_sdt=5,33&sciodt=0,33&hl=en"
Qualityflow: An agentic workflow for program synthesis controlled by llm quality checks,Y Hu; Q Zhou; Q Chen; X Li; L Liu; D Zhang,2025,arXiv preprint arXiv …,"for program synthesis.  large language model (LLM) agents resembling a software  development team, including code generation, testing, and self-debugging. We propose the LLM",https://arxiv.org/abs/2501.17167,https://arxiv.org/pdf/2501.17167,21,"/scholar?cites=16330297548136769214&as_sdt=5,33&sciodt=0,33&hl=en"
STELP: Secure Transpilation and Execution of LLM-Generated Programs,S Shinde; S Wadhwa; A Luo; A Gupta,2026,arXiv preprint arXiv …,"To evaluate the functional correctness of untrusted LLM-generated code, we use the  Python-Code-ExecutionOutput test dataset (Diwank 2024), which contains code samples and their",https://arxiv.org/abs/2601.05467,https://arxiv.org/pdf/2601.05467,0,
Towards advancing code generation with large language models: A research roadmap,H Jin; H Chen; Q Lu; L Zhu,2025,arXiv preprint arXiv:2501.11354,"1 Introduction Code generation, also known as program synthesis, aims to automatically   Ultimately, we anticipate this work provides a comprehensive landscape of current LLM-based",https://arxiv.org/abs/2501.11354,https://arxiv.org/pdf/2501.11354?,11,"/scholar?cites=123997571257205558&as_sdt=5,33&sciodt=0,33&hl=en"
A tool for in-depth analysis of code execution reasoning of large language models,C Liu; R Jabbarvand,2025,Proceedings of the 33rd ACM International …,"about LLM’s code execution reasoning  code execution reasoning abilities. This paper  introduces ExeRScope, a series of tools and heuristics to analyze the result of code execution",https://dl.acm.org/doi/abs/10.1145/3696630.3728605,https://dl.acm.org/doi/pdf/10.1145/3696630.3728605,13,"/scholar?cites=12792878796085575397&as_sdt=5,33&sciodt=0,33&hl=en"
Multi-Objective Grammar-Guided Genetic Programming for Grammar-Obeying Program Synthesis,N Tao,2025,NA,"-obeying program synthesis tasks. I begin by evaluating the state-of-the-art systems, including  G3P and LLMs, in grammarobeying program synthesis. Next, I explore how to map LLM",https://www.researchgate.net/profile/Takfarinas-Saber/publication/391899650_Multi-Objective_Grammar-Guided_Genetic_Programming_for_Grammar-Obeying_Program_Synthesis/links/682c56dddf0e3f544f5584ae/Multi-Objective-Grammar-Guided-Genetic-Programming-for-Grammar-Obeying-Program-Synthesis.pdf,https://www.researchgate.net/profile/Takfarinas-Saber/publication/391899650_Multi-Objective_Grammar-Guided_Genetic_Programming_for_Grammar-Obeying_Program_Synthesis/links/682c56dddf0e3f544f5584ae/Multi-Objective-Grammar-Guided-Genetic-Programming-for-Grammar-Obeying-Program-Synthesis.pdf,0,
Codeaid: Evaluating a classroom deployment of an llm-based programming assistant that balances student and educator needs,M Kazemitabaar; R Ye; X Wang; AZ Henley,2024,Proceedings of the …,"LLM-powered tools like ChatGPT offer instant support, but reveal direct answers with  code, which may hinder deep conceptual engagement. We developed CodeAid, an LLM-powered",https://dl.acm.org/doi/abs/10.1145/3613904.3642773,https://dl.acm.org/doi/full/10.1145/3613904.3642773,353,"/scholar?cites=6112956791901253936&as_sdt=5,33&sciodt=0,33&hl=en"
DeepSeek-Coder: when the large language model meets programming--the rise of code intelligence,D Guo; Q Zhu; D Yang; Z Xie; K Dong; W Zhang,2024,arXiv preprint arXiv …,"We adapt batch sizes and learning rates by the scaling laws suggested in DeepSeek LLM.  For the learning rate scheduling, we implement a three-stage policy, which includes 2000",https://arxiv.org/abs/2401.14196,https://arxiv.org/pdf/2401.14196,1708,"/scholar?cites=11913807162998153357&as_sdt=5,33&sciodt=0,33&hl=en"
Program synthesis for robot learning from demonstrations,N Patton; K Rahmani,2023,arXivorg,We also propose guiding synthesis using an LLM to reason about semantic relationships  between objects and actions in a rich environment. • We implement these ideas in a tool called,https://par.nsf.gov/servlets/purl/10424658,https://par.nsf.gov/servlets/purl/10424658,3,"/scholar?cites=8316516068160551554&as_sdt=5,33&sciodt=0,33&hl=en"
A benchmark for vericoding: formally verified program synthesis,S Bursuc; T Ehrenborg; S Lin; L Astefanoaei,2025,arXiv preprint arXiv …,"We present and test the largest benchmark for vericoding, LLM-generation of formally   We also find that LLM progress has improved progress on pure Dafny verification from 68%",https://arxiv.org/abs/2509.22908,https://arxiv.org/pdf/2509.22908,6,"/scholar?cites=4273760739698323006&as_sdt=5,33&sciodt=0,33&hl=en"
The Role of Interactive Program Synthesis in the Future of Software Development,AK Shaout; J Ditty; K Carr,2025,Cureus Journals,"analysis of interactive program synthesis, categorizing state-ofthe- landscape of interactive  program synthesis, providing a  While our research involves AI and LLM models, we focus on",https://www.cureusjournals.com/articles/5516-the-role-of-interactive-program-synthesis-in-the-future-of-software-development.pdf,https://www.cureusjournals.com/articles/5516-the-role-of-interactive-program-synthesis-in-the-future-of-software-development.pdf,0,
"Vermcts: Synthesizing multi-step programs using a verifier, a large language model, and tree search",D Brandfonbrener; S Henniger; S Raja,2024,arXiv preprint arXiv …,MCTS that can leverage the LLM as a prior for program synthesis and the verifier to evaluate   program synthesis and developing a method that effectively integrates a verifier and LLM,https://arxiv.org/abs/2402.08147,https://arxiv.org/pdf/2402.08147,24,"/scholar?cites=4879552800125547706&as_sdt=5,33&sciodt=0,33&hl=en"
