title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url,Cleaned Title,Original Abstract,Abstract DOI,Abstract Source,Abstract Status
Fincon: A synthesized llm multi-agent system with conceptual verbal reinforcement for enhanced financial decision making,Y Yu; Z Yao; H Li; Z Deng; Y Jiang,2024.0,Advances in …,"While LLM-based agent systems have achieved impressive  decision-making through  timely experience refinement is underexplored. We introduce FINCON, an LLM-based multi-agent",https://proceedings.neurips.cc/paper_files/paper/2024/hash/f7ae4fe91d96f50abc2211f09b6a7e49-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/f7ae4fe91d96f50abc2211f09b6a7e49-Paper-Conference.pdf,254,"/scholar?cites=5413685056258493339&as_sdt=5,33&sciodt=0,33&hl=en",Fincon: A synthesized llm multi-agent system with conceptual verbal reinforcement for enhanced financial decision making,"Large language models (LLMs) have demonstrated notable potential in conducting complex tasks and are increasingly utilized in various financial applications. However, high-quality sequential financial investment decision-making remains challenging. These tasks require multiple interactions with a volatile environment for every decision, demanding sufficient intelligence to maximize returns and manage risks. Although LLMs have been used to develop agent systems that surpass human teams and yield impressive investment returns, opportunities to enhance multi-sourced information synthesis and optimize decision-making outcomes through timely experience refinement remain unexplored. Here, we introduce the FinCon, an LLM-based multi-agent framework with CONceptual verbal reinforcement tailored for diverse FINancial tasks. Inspired by effective real-world investment firm organizational structures, FinCon utilizes a manager-analyst communication hierarchy. This structure allows for synchronized cross-functional agent collaboration towards unified goals through natural language interactions and equips each agent with greater memory capacity than humans. Additionally, a risk-control component in FinCon enhances decision quality by episodically initiating a self-critiquing mechanism to update systematic investment beliefs. The conceptualized beliefs serve as verbal reinforcement for the future agent's behavior and can be selectively propagated to the appropriate node that requires knowledge updates. This feature significantly improves performance while reducing unnecessary peer-to-peer communication costs. Moreover, FinCon demonstrates strong generalization capabilities in various financial tasks, including single stock trading and portfolio management.",10.48550/arXiv.2407.06567,SemanticScholar,found
AgentGen: Enhancing Planning Abilities for Large Language Model based Agent via Environment and Task Generation,M Hu; P Zhao; C Xu; Q Sun; JG Lou; Q Lin,2025.0,Proceedings of the 31st …,"This twostage approach, similar to the Chain-of-Thought [74], can better assist the LLM in  creating high-quality environments. For generating environment specifications, One direct",https://dl.acm.org/doi/abs/10.1145/3690624.3709321,https://dl.acm.org/doi/pdf/10.1145/3690624.3709321,68,"/scholar?cites=12465826572462597950&as_sdt=5,33&sciodt=0,33&hl=en",AgentGen: Enhancing Planning Abilities for Large Language Model based Agent via Environment and Task Generation,,,,skipped
Conceptagent: Llm-driven precondition grounding and tree search for robust task planning and execution,C Rivera; G Byrd; W Paul; T Feldman,2025.0,… on Robotics and …,"Below, we detail each phase, emphasizing how the LLM guides planning and decision-making.  1) Selection Based on Upper Confidence Bound: The selection phase is based on the",https://ieeexplore.ieee.org/abstract/document/11128414/,https://arxiv.org/pdf/2410.06108?,13,"/scholar?cites=7892576315935032402&as_sdt=5,33&sciodt=0,33&hl=en",Conceptagent: Llm-driven precondition grounding and tree search for robust task planning and execution,"Robotic planning and execution in open-world environments is a complex problem due to the vast state spaces and high variability of task embodiment. Recent advances in perception algorithms, combined with Large Language Models (LLMs) for planning, offer promising solutions to these challenges, as the common sense reasoning capabilities of LLMs provide a strong heuristic for efficiently searching the action space. However, prior work fails to address the possibility of hallucinations from LLMs, which results in failures to execute the planned actions largely due to logical fallacies at high-or low-levels. To contend with automation failure due to such hallucinations, we introduce ConceptAgent, a natural language-driven robotic platform designed for task execution in unstructured environments. With a focus on scalability and reliability of LLM-based planning in complex state and action spaces, we present innovations designed to limit these shortcomings, including 1) Predicate Grounding to prevent and recover from infeasible actions, and 2) an embodied version of LLM-guided Monte Carlo Tree Search with self reflection. ConceptAgent combines these planning enhancements with dynamic language aligned 3d scene graphs, and large multi-modal pretrained models to perceive, localize, and interact with its environment, enabling reliable task completion. In simulation experiments, ConceptAgent achieved a 19% task completion rate across three room layouts and 30 easy level embodied tasks outperforming other state-of-the-art LLM-driven reasoning baselines that scored 10.26% and 8.11% on the same benchmark. Additionally, ablation studies on moderate to hard embodied tasks revealed a 20% increase in task completion from the baseline agent to the fully enhanced ConceptAgent, highlighting the individual and combined contributions of Predicate Grounding and LLM-guided Tree Search to enable more robust automation in complex state and action spaces. Additionally, in real-world mobile manipulation trials, conducted in randomized, low-clutter environments, a ConceptAgent-driven Spot robot achieved a 40% task completion rate, demonstrating the performance of our perception system in real-world scenarios.",10.1109/ICRA55743.2025.11128414,SemanticScholar,found
Large language model based multi-agents: A survey of progress and challenges,T Guo; X Chen; Y Wang; R Chang; S Pei,2024.0,arXiv preprint arXiv …,"as autonomous agents to do many tasks automatically. Recently, based on the development  of using one LLM as a single planning or decision-making agent, LLMbased multi-agent",https://arxiv.org/abs/2402.01680,https://arxiv.org/pdf/2402.01680,1535,"/scholar?cites=14923148813615145696&as_sdt=5,33&sciodt=0,33&hl=en",Large language model based multi-agents: A survey of progress and challenges,"Large Language Models (LLMs) have achieved remarkable success across a wide array of tasks. Due to their notable capabilities in planning and reasoning, LLMs have been utilized as autonomous agents for the automatic execution of various tasks. Recently, LLM-based agent systems have rapidly evolved from single-agent planning or decision-making to operating as multi-agent systems, enhancing their ability in complex problem-solving and world simulation. To offer an overview of this dynamic field, we present this survey to offer an in-depth discussion on the essential aspects and challenges of LLM-based multi-agent (LLM-MA) systems. Our objective is to provide readers with an in-depth understanding of these key points: the domains and settings where LLM-MA systems operate or simulate; the profiling and communication methods of these agents; and the means by which these agents develop their skills. For those interested in delving into this field, we also summarize the commonly used datasets or benchmarks. To keep researchers updated on the latest studies, we maintain an open-source GitHub repository (github.com/taichengguo/LLM_MultiAgents_Survey_Papers), dedicated to outlining the research of LLM-MA research.",10.48550/arXiv.2402.01680,SemanticScholar,found
Twostep: Multi-agent task planning using classical planners and large language models,D Bai; I Singh; D Traum; J Thomason,2024.0,arXiv preprint arXiv:2403.17246,for multi-agent planning goal decomposition. We demonstrate that LLM-based goal  decomposition leads to faster planning times than solving multiagent PDDL problems directly while,https://arxiv.org/abs/2403.17246,https://arxiv.org/pdf/2403.17246?,54,"/scholar?cites=720699404234976235&as_sdt=5,33&sciodt=0,33&hl=en",Twostep: Multi-agent task planning using classical planners and large language models,,,,skipped
A survey on the optimization of large language model-based agents,S Du; J Zhao; J Shi; Z Xie; X Jiang; Y Bai,2026.0,ACM Computing …,"-free strategies that optimize agent behavior through prompt  for agents, review key applications  of LLM-based agents, and  of decision-making, long-term planning, and adaptability for",https://dl.acm.org/doi/abs/10.1145/3789261,https://dl.acm.org/doi/full/10.1145/3789261,24,"/scholar?cites=11666181406528668769&as_sdt=5,33&sciodt=0,33&hl=en",A survey on the optimization of large language model-based agents,"With the rapid development of Large Language Models (LLMs), LLM-based agents have been widely adopted in various fields, becoming essential for autonomous decision-making and interactive tasks. However, current work typically relies on prompt design or fine-tuning strategies applied to vanilla LLMs, which often leads to limited effectiveness in complex agent-related environments. Although numerous recent studies have explored various strategies to optimize LLM-based agents for complex agent tasks, a systematic review summarizing and comparing these methods from a holistic perspective remains lacking. In this survey, we provide a comprehensive review of LLM-based agent optimization approaches, categorizing them into parameter-driven and parameter-free methods. We first focus on parameter-driven optimization, covering fine-tuning-based optimization, reinforcement learning-based optimization, and hybrid strategies, analyzing key aspects such as trajectory data construction, reward function design, and optimization algorithms. Additionally, we briefly discuss parameter-free strategies that optimize agent behavior through prompt engineering and external knowledge retrieval. Finally, we summarize the evaluation for agents, review key applications of LLM-based agents, and discuss the major challenges and promising future directions. A curated collection of the surveyed works is provided at https://github.com/YoungDubbyDu/LLM-Agent-Optimization.",10.1145/3789261,Crossref,found
Beyond react: A planner-centric framework for complex tool-augmented llm reasoning,X Wei; Y Dong; X Wang; X Zhang; Z Zhao,2026.0,Proceedings of the …,"ReAct are prone to local optimization traps due to their reliance on incremental decision-making   global Directed Acyclic Graph (DAG) planning for complex queries, enabling optimized",https://ojs.aaai.org/index.php/AAAI/article/view/40676,https://ojs.aaai.org/index.php/AAAI/article/view/40676/44637,7,"/scholar?cites=16275696610511684019&as_sdt=5,33&sciodt=0,33&hl=en",Beyond react: A planner-centric framework for complex tool-augmented llm reasoning,"Existing tool-augmented large language models (LLMs) encounter significant challenges when processing complex queries. Current frameworks such as ReAct are prone to local optimization traps due to their reliance on incremental decision-making processes. To address these limitations, we propose a novel Planner-centric Plan-Execute paradigm that fundamentally resolves local optimization bottlenecks through architectural innovation. Central to our approach is a novel Planner model that performs global Directed Acyclic Graph (DAG) planning for complex queries, enabling optimized execution beyond conventional tool coordination. We also introduce ComplexTool-Plan, a large-scale benchmark dataset featuring complex queries that demand sophisticated multi-tool composition and coordination capabilities. Additionally, we develop a two-stage training methodology that integrates Supervised Fine-Tuning (SFT) with Group Relative Policy Optimization (GRPO), systematically enhancing the Planner's tool selection accuracy and global planning awareness through structured DAG-based planning. When integrated with a capable executor, our framework achieves state-of-the-art performance on the StableToolBench benchmark for complex user queries, demonstrating superior end-to-end execution capabilities and robust handling of intricate multi-tool workflows.",10.1609/aaai.v40i40.40676,Crossref,found
Tptu-v2: Boosting task planning and tool usage of large language model-based agents in real-world industry systems,Y Kong; J Ruan; Y Chen; B Zhang; T Bao,2024.0,Proceedings of the …,to improve the Task Planning and Tool Usage (TPTU) abilities of LLM-based agents in the  real- • We identify three practical challenges LLMbased agents face in task planning and tool,https://aclanthology.org/2024.emnlp-industry.27/,https://aclanthology.org/2024.emnlp-industry.27.pdf,81,"/scholar?cites=12804145351990415605&as_sdt=5,33&sciodt=0,33&hl=en",Tptu-v2: Boosting task planning and tool usage of large language model-based agents in real-world industry systems,,,,skipped
A survey of task planning with large language models,W Zhai; J Liao; Z Chen; B Su; X Zhao,2025.0,Intelligent Computing,a sequence of actions through reasoning and decision-making to achieve defined goals  and accomplish designated tasks. We formulate the task planning with an LLM as a mapping,https://spj.science.org/doi/abs/10.34133/icomputing.0124,https://spj.science.org/doi/full/10.34133/icomputing.0124,11,"/scholar?cites=794100839084591980&as_sdt=5,33&sciodt=0,33&hl=en",A survey of task planning with large language models,"This paper presents a comprehensive survey of the current status and opportunities for large language models (LLMs) in task planning, a sophisticated process of reasoning and decision-making that organizes a sequence of actions to accomplish predefined goals. Task planning centers on identifying suitable solutions for a task, with a specific emphasis on ensuring its successful completion. Although task planning plays a crucial role in enabling systems to function effectively in dynamic and complex environments, there is a lack of systematic reviews on this topic. We explore the theories, methodologies, and applications related to task planning with LLMs, highlighting the burgeoning development in this field and the interdisciplinary approaches that enhance their ability to complete tasks. This survey aims to systematize and clarify the fragmented literature, provide a systematic review that underscores the importance of task planning as a critical capability, and offer insights into future research directions and potential improvements. We hope to help researchers gain a clear understanding of the field and spark greater interest in this highly impactful research direction. A continuously updated resource is available in our GitHub repository at https://github.com/ZhaiWenShuo/Survey-of-Task-Planning .",10.34133/icomputing.0124,Crossref,found
From llm reasoning to autonomous ai agents: A comprehensive review,MA Ferrag; N Tihanyi; M Debbah,2025.0,arXiv preprint arXiv:2504.19678,"frameworks introduced between 2023 and 2025 that integrate large language models with  modular toolkits to enable autonomous decision-making and multi-step reasoning. Moreover,",https://arxiv.org/abs/2504.19678,https://arxiv.org/pdf/2504.19678?,166,"/scholar?cites=18364990593051905415&as_sdt=5,33&sciodt=0,33&hl=en",From llm reasoning to autonomous ai agents: A comprehensive review,,,,skipped
Large language models as commonsense knowledge for large-scale task planning,Z Zhao; WS Lee; D Hsu,2023.0,Advances in neural information …,"scale up task planning. In our new LLM-MCTS algorithm, the LLM-induced world model  provides a  prior belief for MCTS to achieve effective reasoning; the LLM-induced policy acts as a",https://proceedings.neurips.cc/paper_files/paper/2023/hash/65a39213d7d0e1eb5d192aa77e77eeb7-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/65a39213d7d0e1eb5d192aa77e77eeb7-Paper-Conference.pdf,454,"/scholar?cites=18406274173092589648&as_sdt=5,33&sciodt=0,33&hl=en",Large language models as commonsense knowledge for large-scale task planning,,,,skipped
Reasoning with language model is planning with world model,S Hao; Y Gu; H Ma; J Hong; Z Wang,2023.0,Proceedings of the …,"reasoning steps. To overcome the limitations, we propose a new LLM reasoning framework,  Reasoning via Planning ( ), and we denote it as Chain-of-Thought (CoT) as the solution is",https://aclanthology.org/2023.emnlp-main.507/,https://aclanthology.org/2023.emnlp-main.507.pdf,1013,"/scholar?cites=17026753006421378560&as_sdt=5,33&sciodt=0,33&hl=en",Reasoning with language model is planning with world model,,,,skipped
ReAcTree: Hierarchical LLM Agent Trees with Control Flow for Long-Horizon Task Planning,JW Choi; H Kim; H Ong; M Jang; D Kim; J Kim,2025.0,arXiv preprint arXiv …,"We consider the agentic planning problem as a sequential decision-making problem aimed  at achieving a goal 𝑔 expressed in natural language. At each time step 𝑡, the agent has",https://arxiv.org/abs/2511.02424,https://arxiv.org/pdf/2511.02424,2,"/scholar?cites=5703859018681834470&as_sdt=5,33&sciodt=0,33&hl=en",ReAcTree: Hierarchical LLM Agent Trees with Control Flow for Long-Horizon Task Planning,,,,skipped
Enhancing llm-based agents via global planning and hierarchical execution,J Chen; H Li; J Yang; Y Liu; Q Ai,2025.0,arXiv preprint arXiv:2504.16563,"example of the competitive agent frameworks in our experiment, including ReAct, CodeAct,  and GoalAct, with GLM-4-Plus as the base LLM. We observe that ReAct has restricted action",https://arxiv.org/abs/2504.16563,https://arxiv.org/pdf/2504.16563,10,"/scholar?cites=13928514546480039759&as_sdt=5,33&sciodt=0,33&hl=en",Enhancing llm-based agents via global planning and hierarchical execution,,,,skipped
"A survey of llm-based agents: Theories, technologies, applications and suggestions",X Dong; X Zhang; W Bu; D Zhang,2024.0,2024 3rd International …,"Compared with previous AI agents, LLM-based agents can demonstrate 1) Autonomy  ; 2)  Spontaneity through complex planning, which promotes more reasonable decision-making; 3)",https://ieeexplore.ieee.org/abstract/document/10748304/,,32,"/scholar?cites=14546474376125080307&as_sdt=5,33&sciodt=0,33&hl=en","A survey of llm-based agents: Theories, technologies, applications and suggestions",,,,skipped
Controlling large language model-based agents for large-scale decision-making: An actor-critic approach,B Zhang; H Mao; J Ruan; Y Wen; Y Li; S Zhang,2023.0,arXiv preprint arXiv …,but also allows each actor to maintain independent exploration and decision-making  the  decision-making capabilities of LLMbased agents in large-scale multi-agent environments. This,https://arxiv.org/abs/2311.13884,https://arxiv.org/pdf/2311.13884,56,"/scholar?cites=10440225051696517544&as_sdt=5,33&sciodt=0,33&hl=en",Controlling large language model-based agents for large-scale decision-making: An actor-critic approach,"The remarkable progress in Large Language Models (LLMs) opens up new avenues for addressing planning and decision-making problems in Multi-Agent Systems (MAS). However, as the number of agents increases, the issues of hallucination in LLMs and coordination in MAS have become increasingly prominent. Additionally, the efficient utilization of tokens emerges as a critical consideration when employing LLMs to facilitate the interactions among a substantial number of agents. In this paper, we develop a modular framework called LLaMAC to mitigate these challenges. LLaMAC implements a value distribution encoding similar to that found in the human brain, utilizing internal and external feedback mechanisms to facilitate collaboration and iterative reasoning among its modules. Through evaluations involving system resource allocation and robot grid transportation, we demonstrate the considerable advantages afforded by our proposed approach.",10.48550/arXiv.2311.13884,SemanticScholar,found
Stride: A tool-assisted llm agent framework for strategic and interactive decision-making,C Li; R Yang; T Li; M Bafarassat; K Sharifi,2024.0,arXiv preprint arXiv …,LLM agent framework equipped with memory and specialized tools to enhance their strategic  decision-making  bilateral bargaining and multi-agent and dynamic mechanism design. We,https://arxiv.org/abs/2405.16376,https://arxiv.org/pdf/2405.16376,36,"/scholar?cites=3308435312596808509&as_sdt=5,33&sciodt=0,33&hl=en",Stride: A tool-assisted llm agent framework for strategic and interactive decision-making,,,,skipped
Plangenllms: A modern survey of llm planning capabilities,H Wei; Z Zhang; S He; T Xia; S Pan,2025.0,Proceedings of the 63rd …,"With more advanced LLM planning, we reexamine this critical  key research questions  in LLM planning: What foundational  How far are we on the decision-making of llms? evaluating",https://aclanthology.org/2025.acl-long.958/,https://aclanthology.org/2025.acl-long.958.pdf,78,"/scholar?cites=7154060866425652896&as_sdt=5,33&sciodt=0,33&hl=en",Plangenllms: A modern survey of llm planning capabilities,,,,skipped
CoReaAgents: A Collaboration and Reasoning Framework Based on LLM-Powered Agents for Complex Reasoning Tasks,Z Han; J Wang; X Yan; Z Jiang; Y Zhang; S Liu,2025.0,Applied Sciences,"studies on planning strategies for LLM-powered agents have  into two types: static planning  and dynamic planning [11]. Static  reasoning into the planning process, ReAct separates",https://www.mdpi.com/2076-3417/15/10/5663,https://www.mdpi.com/2076-3417/15/10/5663,4,"/scholar?cites=17014785644443083401&as_sdt=5,33&sciodt=0,33&hl=en",CoReaAgents: A Collaboration and Reasoning Framework Based on LLM-Powered Agents for Complex Reasoning Tasks,"As LLMs demonstrate remarkable reasoning capabilities, LLM-powered agents are seen as key to achieving AGI (Artificial General Intelligence) and are widely applied in various complex real-world scenarios. Nevertheless, existing studies still suffer from missing steps, deviated task execution and incorrect tool selection. This paper proposes CoReaAgents, a collaboration and reasoning framework based on LLM-powered agents, comprising the Plan Agent (as a precise task planner), the Tool Agent (as a proficient tool user) and the Reflect Agent (as an objective task evaluator). These agents simulate the social division of labor and synergistic cooperation to enable each agent to perform different specialized capabilities in order to solve complex tasks together. Through the above mechanism, the CoReaAgents framework has the skills of prospective thinking and flexible execution. To verify the capability of the CoReaAgents framework, this paper conducts extensive experiments on different complex tasks such as tool learning, math reasoning and multi-hop QA. The results show that the CoReaAgents framework outperforms various comparative methods in both quantity and quality.",10.3390/app15105663,Crossref,found
"Thought Management System for long-horizon, goal-driven LLM agents",A Bidochko; Y Vyklyuk,2025.0,Journal of Computational Science,"TMS empowers agents to dynamically prioritize goals, decompose complex objectives into   refine decision-making. By integrating reinforcement learning reward mechanisms, agents",https://www.sciencedirect.com/science/article/pii/S1877750325002170,,3,"/scholar?cites=13000890184828523514&as_sdt=5,33&sciodt=0,33&hl=en","Thought Management System for long-horizon, goal-driven LLM agents",,,,skipped
LLM agents for smart city management: Enhancing decision support through multi-agent AI systems,A Kalyuzhnaya; S Mityagin; E Lutsenko; A Getmanov,2025.0,Smart Cities,This study investigates the implementation of LLM agents in  -agent systems for the  improvement of urban decision making  accuracy of urban decision making while maintaining high,https://www.mdpi.com/2624-6511/8/1/19,https://www.mdpi.com/2624-6511/8/1/19,53,"/scholar?cites=6035672886755458924&as_sdt=5,33&sciodt=0,33&hl=en",LLM agents for smart city management: Enhancing decision support through multi-agent AI systems,"This study investigates the implementation of LLM agents in smart city management, leveraging both the inherent language processing abilities of LLMs and the distributed problem solving capabilities of multi-agent systems for the improvement of urban decision making processes. A multi-agent system architecture combines LLMs with existing urban information systems to process complex queries and generate contextually relevant responses for urban planning and management. The research is focused on three main hypotheses testing: (1) LLM agents’ capability for effective routing and processing diverse urban queries, (2) the effectiveness of Retrieval-Augmented Generation (RAG) technology in improving response accuracy when working with local knowledge and regulations, and (3) the impact of integrating LLM agents with existing urban information systems. Our experimental results, based on a comprehensive validation dataset of 150 question–answer pairs, demonstrate significant improvements in decision support capabilities. The multi-agent system achieved pipeline selection accuracy of 94–99% across different models, while the integration of RAG technology improved response accuracy by 17% for strategic development queries and 55% for service accessibility questions. The combined use of document databases and service APIs resulted in the highest performance metrics (G-Eval scores of 0.68–0.74) compared to standalone LLM responses (0.30–0.38). Using St. Petersburg’s Digital Urban Platform as a testbed, we demonstrate the practical applicability of this approach to create integrated city management systems with support complex urban decision making processes. This research contributes to the growing field of AI-enhanced urban management by providing empirical evidence of LLM agents’ effectiveness in processing heterogeneous urban data and supporting strategic planning decisions. Our findings suggest that LLM-based multi-agent systems can significantly enhance the efficiency and accuracy of urban decision making while maintaining high relevance in responses.",10.3390/smartcities8010019,Crossref,found
Leveraging pre-trained large language models to construct and utilize world models for model-based task planning,L Guan; K Valmeekam; S Sreedharan,2023.0,Advances in …,"action models for downstream planning tasks. For one, by utilizing an LLM to translate user   -of-the-art algorithm ReAct [60] with GPT-4 as the underlying LLM planner. However, we",https://proceedings.neurips.cc/paper_files/paper/2023/hash/f9f54762cbb4fe4dbffdd4f792c31221-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/f9f54762cbb4fe4dbffdd4f792c31221-Paper-Conference.pdf,377,"/scholar?cites=16966396405025622906&as_sdt=5,33&sciodt=0,33&hl=en",Leveraging pre-trained large language models to construct and utilize world models for model-based task planning,,,,skipped
Llm-coordination: evaluating and analyzing multi-agent coordination abilities in large language models,S Agashe; Y Fan; A Reyna,2025.0,Findings of the Association …,"ToM Reasoning, and Joint Planning. Results from Agentic Coordination experiments reveal  that LLM-Agents excel in multi-agent coordination settings where decision-making primarily",https://aclanthology.org/2025.findings-naacl.448/,https://aclanthology.org/2025.findings-naacl.448.pdf,89,"/scholar?cites=17807496829242414710&as_sdt=5,33&sciodt=0,33&hl=en",Llm-coordination: evaluating and analyzing multi-agent coordination abilities in large language models,,,,skipped
