title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url,Cleaned Title,Original Abstract,Abstract DOI,Abstract Source,Abstract Status
TPTU: large language model-based AI agents for task planning and tool usage,J Ruan; Y Chen; B Zhang; Z Xu; T Bao; G Du,2023,arXiv preprint arXiv …,"of external tools. In this paper, we first propose a structured framework tailored for LLM-based  AI Agents  two distinct types of agents (ie, one-step agent and sequential agent) to execute",https://arxiv.org/abs/2308.03427,https://arxiv.org/pdf/2308.03427,56,"/scholar?cites=7916725756616343845&as_sdt=5,33&sciodt=0,33&hl=en",TPTU: large language model-based AI agents for task planning and tool usage,,,,skipped
Tptu: Task planning and tool usage of large language model-based ai agents,J Ruan; Y Chen; B Zhang; Z Xu; T Bao,2023,… foundation models for …,"of external tools. In this paper, we first propose a structured framework tailored for LLM-based  AI Agents  two distinct types of agents (ie, one-step agent and sequential agent) to execute",https://openreview.net/forum?id=GrkgKtOjaH,https://openreview.net/pdf?id=GrkgKtOjaH,194,"/scholar?cites=215173853357937829&as_sdt=5,33&sciodt=0,33&hl=en",Tptu: Task planning and tool usage of large language model-based ai agents,,,,skipped
Large language model-based agents for software engineering: A survey,J Liu; K Wang; Y Chen; X Peng; Z Chen,2024,ACM Transactions on …,"LLM-based agents for SE. We collect 124 papers and categorize them from two perspectives,  ie, the SE and agent  In summary, tool feedback enhances code generation by integrating a",https://dl.acm.org/doi/abs/10.1145/3796507,https://dl.acm.org/doi/pdf/10.1145/3796507,193,"/scholar?cites=10431165992050133755&as_sdt=5,33&sciodt=0,33&hl=en",Large language model-based agents for software engineering: A survey,"The recent advance in Large Language Models (LLMs) has shaped a new paradigm of AI agents, i.e., LLM-based agents. Compared to standalone LLMs, LLM-based agents substantially extend the versatility and expertise of LLMs by enhancing LLMs with the capabilities of perceiving and utilizing external resources and tools. To date, LLM-based agents have been applied and shown remarkable effectiveness in Software Engineering (SE). The synergy between multiple agents and human interaction brings further promise in tackling complex real-world SE problems. In this work, we present a comprehensive and systematic survey on LLM-based agents for SE. We collect 124 papers and categorize them from two perspectives, i.e., the SE and agent perspectives. In addition, we discuss open challenges and future directions in this critical domain. The repository of this survey is at https://github.com/FudanSELab/Agent4SE-Paper-List .",10.1145/3796507,Crossref,found
Mllm-tool: A multimodal large language model for tool agent learning,C Wang; W Luo; S Dong; X Xuan; Z Li,2025,2025 IEEE/CVF …,"-Tool, a method that leverages the LLM to perform the role of a multi-modality tool agent. The   For the large language model component of MLLMTool, we select a range of leading LLMs,",https://ieeexplore.ieee.org/abstract/document/10943671/,https://arxiv.org/pdf/2401.10727,36,"/scholar?cites=8825525633497482587&as_sdt=5,33&sciodt=0,33&hl=en",Mllm-tool: A multimodal large language model for tool agent learning,,,,skipped
Autoagent: A fully-automated and zero-code framework for llm agents,J Tang; T Fan; C Huang,2025,arXiv preprint arXiv:2502.05957,"This approach does not rely on the LLM’s inherent tool-use capabilities. Leveraging the  superior code-generation abilities of modern LLMs, we transform the tool-use paradigm into a",https://arxiv.org/abs/2502.05957,https://arxiv.org/pdf/2502.05957?,33,"/scholar?cites=11696697631961976432&as_sdt=5,33&sciodt=0,33&hl=en",Autoagent: A fully-automated and zero-code framework for llm agents,,,,skipped
Tool and Agent Selection for Large Language Model Agents in Production: A Survey,E Lumer; A Gulati; F Nizar; D Hedroits; A Mehta,2025,,"and agents grows, a fundamental challenge emerges regarding how an LLM can effectively  select the right tool or agent at the right time. This challenge, referred to as tool selection,",https://www.preprints.org/manuscript/202512.1050,https://www.preprints.org/frontend/manuscript/9402a980820b7b420ea80a1871a9c0d4/download_pub,3,"/scholar?cites=13796579145892288246&as_sdt=5,33&sciodt=0,33&hl=en",Tool and Agent Selection for Large Language Model Agents in Production: A Survey,"Large Language Model (LLM) agents have demonstrated remarkable abilities to interact with external tools, functions, Model Context Protocol (MCP) servers, agents, and to take action on behalf of the user. Due to the fast-paced nature of the industry, existing literature does not accurately represent the current state of tool and agent selection. Furthermore, tool and agent selection in production has nuanced components not covered in experimental research. This work provides the first detailed examination of tool selection from a production perspective, distinguishing between the frontend layer where users interact with agents through buttons, slash commands, or natural language and the backend layer where retrieval, execution, orchestration, context engineering, and memory enable scalable reasoning. The paper contributes a unified taxonomy of modern tool and agent selection approaches spanning manual, UI-driven, retrieval-based, and autonomous methods. The backend covers dynamic tool retrieval, chunking, advanced RAG methods, context engineering, reinforcement learning, tool execution, human-in-the-loop processes, authentication, authorization, multi-turn tool calling, short- and long-term memory for tools, and evaluation. Finally, the paper identifies challenges in production components of both the backend and frontend and outlines promising avenues for research and development.",10.20944/preprints202512.1050.v1,Crossref,found
"If llm is the wizard, then code is the wand: A survey on how code empowers large language models to serve as intelligent agents",K Yang; J Liu; J Wu; C Yang; YR Fung; S Li,2024,arXiv preprint arXiv …,"(2023a) design a LLM-based penetration testing tool and find that LLMs demonstrate  proficiency in using testing tools, interpreting outputs, and proposing subsequent actions. Two",https://arxiv.org/abs/2401.00812,https://arxiv.org/pdf/2401.00812,124,"/scholar?cites=9078516900429750083&as_sdt=5,33&sciodt=0,33&hl=en","If llm is the wizard, then code is the wand: A survey on how code empowers large language models to serve as intelligent agents",,,,skipped
ToolFuzz--Automated Agent Tool Testing,I Milev; M Balunović; M Baader; M Vechev,2025,arXiv preprint arXiv …,"agents often rely on tools, such as web search or database APIs. As the agent provides the  LLM with tool  as not only the tool inputs Ij generated by the agent LLM are not equal, but the",https://arxiv.org/abs/2503.04479,https://arxiv.org/pdf/2503.04479,17,"/scholar?cites=3865026512107596574&as_sdt=5,33&sciodt=0,33&hl=en",ToolFuzz--Automated Agent Tool Testing,,,,skipped
Modelscope-agent: Building your customizable agent system with open-source large language models,C Li; H Chen; M Yan; W Shen; H Xu; Z Wu,2023,Proceedings of the …,"In summary, we build the agent by combining all the modules: LLM controller, tool-use   argument number in the API is |A|, and the number of arguments in the agent API request is |A∗|,",https://aclanthology.org/2023.emnlp-demo.51/,https://aclanthology.org/2023.emnlp-demo.51.pdf,50,"/scholar?cites=2246653548879289665&as_sdt=5,33&sciodt=0,33&hl=en",Modelscope-agent: Building your customizable agent system with open-source large language models,,,,skipped
"Large language model agent: A survey on methodology, applications and challenges",J Luo; W Zhang; Y Yuan; Y Zhao; J Yang; Y Gu,2025,arXiv preprint arXiv …,"Tools used by LLM agents Since LLM agents do not perform well in  , external tools are  introduced to help the LLM agents perform these tasks more effectively. These external tools can",https://arxiv.org/abs/2503.21460,https://arxiv.org/pdf/2503.21460?,140,"/scholar?cites=2553384233263415865&as_sdt=5,33&sciodt=0,33&hl=en","Large language model agent: A survey on methodology, applications and challenges","The era of intelligent agents is upon us, driven by revolutionary advancements in large language models. Large Language Model (LLM) agents, with goal-driven behaviors and dynamic adaptation capabilities, potentially represent a critical pathway toward artificial general intelligence. This survey systematically deconstructs LLM agent systems through a methodology-centered taxonomy, linking architectural foundations, collaboration mechanisms, and evolutionary pathways. We unify fragmented research threads by revealing fundamental connections between agent design principles and their emergent behaviors in complex environments. Our work provides a unified architectural perspective, examining how agents are constructed, how they collaborate, and how they evolve over time, while also addressing evaluation methodologies, tool applications, practical challenges, and diverse application domains. By surveying the latest developments in this rapidly evolving field, we offer researchers a structured taxonomy for understanding LLM agents and identify promising directions for future research. The collection is available at https://github.com/luo-junyu/Awesome-Agent-Papers.",10.48550/arXiv.2503.21460,SemanticScholar,found
SoK: Agentic Skills--Beyond Tool Use in LLM Agents,Y Jiang; D Li; H Deng; B Ma; X Wang; Q Wang,2026,arXiv preprint arXiv …,"What is new is the convergence of these ideas in the LLM agent [11], [12].  LLM agents  broadly [13], [14], [15], [16], [17], [18], [19], focus on tool use [20], [21], [22], or address multi-agent",https://arxiv.org/abs/2602.20867,https://arxiv.org/pdf/2602.20867,3,"/scholar?cites=14869824433842807952&as_sdt=5,33&sciodt=0,33&hl=en",SoK: Agentic Skills--Beyond Tool Use in LLM Agents,,,,skipped
CodeNav: Beyond tool-use to using real-world codebases with LLM agents,T Gupta; L Weihs; A Kembhavi,2024,arXiv preprint arXiv:2406.12276,an LLM agent that navigates and leverages previously unseen code repositories to solve user  queries. In contrast to tool-use LLM agents that  for LLM agents to move beyond tool-use to,https://arxiv.org/abs/2406.12276,https://arxiv.org/pdf/2406.12276?,7,"/scholar?cites=18408096470681064413&as_sdt=5,33&sciodt=0,33&hl=en",CodeNav: Beyond tool-use to using real-world codebases with LLM agents,,,,skipped
Large language model-brained gui agents: A survey,C Zhang; S He; J Qian; B Li; L Li; S Qin; Y Kang,2024,arXiv preprint arXiv …,"articles on GUI automation and LLM agents, as these topics closely relate  and books on GUI  automation, LLM agents, and their integration, as  A survey of the tool usage in LLM agents.",https://arxiv.org/abs/2411.18279,https://arxiv.org/pdf/2411.18279,146,"/scholar?cites=8932511150192298408&as_sdt=5,33&sciodt=0,33&hl=en",Large language model-brained gui agents: A survey,"Abstract Autonomous agents have long been a research focus in academic and industry communities. Previous research often focuses on training agents with limited knowledge within isolated environments, which diverges significantly from human learning processes, and makes the agents hard to achieve human-like decisions. Recently, through the acquisition of vast amounts of Web knowledge, large language models (LLMs) have shown potential in human-level intelligence, leading to a surge in research on LLM-based autonomous agents. In this paper, we present a comprehensive survey of these studies, delivering a systematic review of LLM-based autonomous agents from a holistic perspective. We first discuss the construction of LLM-based autonomous agents, proposing a unified framework that encompasses much of previous work. Then, we present a overview of the diverse applications of LLM-based autonomous agents in social science, natural science, and engineering. Finally, we delve into the evaluation strategies commonly used for LLM-based autonomous agents. Based on the previous studies, we also present several challenges and future directions in this field.",10.1007/s11704-024-40231-1,Crossref,found
CompileAgent: Automated real-world repo-level compilation with tool-integrated LLM-based agent system,L Hu; G Chen; X Shang; S Cheng; B Wu,2025,Proceedings of the …,"LLM-based agents in various fields, we propose CompileAgent, the first LLM-based agent   CompileAgent integrates five tools and a flow-based agent strategy, enabling interaction with",https://aclanthology.org/2025.acl-long.103/,https://aclanthology.org/2025.acl-long.103.pdf,10,"/scholar?cites=6125838442376788470&as_sdt=5,33&sciodt=0,33&hl=en",CompileAgent: Automated real-world repo-level compilation with tool-integrated LLM-based agent system,"With open-source projects growing in size and complexity, manual compilation becomes tedious and error-prone, highlighting the need for automation to improve efficiency and accuracy. However, the complexity of compilation instruction search and error resolution makes automatic compilation challenging. Inspired by the success of LLM-based agents in various fields, we propose CompileAgent, the first LLM-based agent framework dedicated to repo-level compilation. CompileAgent integrates five tools and a flow-based agent strategy, enabling interaction with software artifacts for compilation instruction search and error resolution. To measure the effectiveness of our method, we design a public repo-level benchmark CompileAgentBench, and we also design two baselines for comparison by combining two compilation-friendly schemes. The performance on this benchmark shows that our method significantly improves the compilation success rate, ranging from 10% to 71%. Meanwhile, we evaluate the performance of CompileAgent under different agent strategies and verify the effectiveness of the flow-based strategy. Additionally, we emphasize the scalability of CompileAgent, further expanding its application prospects.",http://arxiv.org/abs/2505.04254v1,arXiv,found
AutoTool: Efficient tool selection for large language model agents,J Jia; Q Li,2026,Proceedings of the AAAI Conference on Artificial …,"Such inertia is widely present in many domain tasks, where LLM agents  tool selection in  LLM agents. AutoTool constructs a graph representation capturing the observed inertia in tool",https://ojs.aaai.org/index.php/AAAI/article/view/40389,https://ojs.aaai.org/index.php/AAAI/article/view/40389/44350,3,"/scholar?cites=2658291224664167039&as_sdt=5,33&sciodt=0,33&hl=en",AutoTool: Efficient tool selection for large language model agents,"Large Language Model (LLM) agents have emerged as powerful tools for automating complex tasks by leveraging the reasoning and decision-making abilities of LLMs. However, a major bottleneck in current agent frameworks lies in the high inference cost of tool selection, especially in approaches like ReAct that repeatedly invoke the LLM to determine which tool to use at each step. In this work, we propose AutoTool, a novel graph-based framework that bypasses repeated LLM inference by exploiting a key empirical observation: tool usage inertia—the tendency of tool invocations to follow predictable sequential patterns. AutoTool constructs a directed graph from historical agent trajectories, where nodes represent tools and edges capture transition probabilities, effectively modeling the inertia in tool selection. It further integrates parameter-level information to refine tool input generation. By traversing this structured representation, AutoTool efficiently selects tools and their parameters with minimal reliance on LLM inference. Extensive experiments across diverse agent tasks demonstrate that AutoTool reduces inference costs by up to 30% while maintaining competitive task completion rates, offering a practical and scalable enhancement for inference-heavy frameworks. Our work highlights the promise of integrating statistical structure into LLM agent design for greater efficiency without sacrificing performance.",10.1609/aaai.v40i37.40389,Crossref,found
Agent-safetybench: Evaluating the safety of llm agents,Z Zhang; S Cui; Y Lu; J Zhou; J Yang; H Wang,2024,arXiv preprint arXiv …,LLM agents reveals a concerning result: none of the agents achieves a safety score above  60%. This highlights significant safety challenges in LLM agents and  LLMs with tool usage,https://arxiv.org/abs/2412.14470,https://arxiv.org/pdf/2412.14470,117,"/scholar?cites=13632653504669362134&as_sdt=5,33&sciodt=0,33&hl=en",Agent-safetybench: Evaluating the safety of llm agents,"As large language models (LLMs) are increasingly deployed as agents, their integration into interactive environments and tool use introduce new safety challenges beyond those associated with the models themselves. However, the absence of comprehensive benchmarks for evaluating agent safety presents a significant barrier to effective assessment and further improvement. In this paper, we introduce Agent-SafetyBench, a comprehensive benchmark designed to evaluate the safety of LLM agents. Agent-SafetyBench encompasses 349 interaction environments and 2,000 test cases, evaluating 8 categories of safety risks and covering 10 common failure modes frequently encountered in unsafe interactions. Our evaluation of 16 popular LLM agents reveals a concerning result: none of the agents achieves a safety score above 60%. This highlights significant safety challenges in LLM agents and underscores the considerable need for improvement. Through failure mode and helpfulness analysis, we summarize two fundamental safety defects in current LLM agents: lack of robustness and lack of risk awareness. Furthermore, our findings suggest that reliance on defense prompts alone may be insufficient to address these safety issues, emphasizing the need for more advanced and robust strategies. To drive progress in this area, Agent-SafetyBench has been released at https://github.com/thu-coai/Agent-SafetyBench/ to facilitate further research in agent safety evaluation and improvement.",http://arxiv.org/abs/2412.14470v2,arXiv,found
Agentops: Enabling observability of llm agents,L Dong; Q Lu; L Zhu,2024,arXiv preprint arXiv:2411.05285,"Agents primarily initiate LLM calls, which can lead to API or  These LLM applications also  involve LLM-agent projects and  AgentOps platforms to enhance agent system observability in",https://arxiv.org/abs/2411.05285,https://arxiv.org/pdf/2411.05285?,34,"/scholar?cites=4672540737788735931&as_sdt=5,33&sciodt=0,33&hl=en",Agentops: Enabling observability of llm agents,"Large language model (LLM) agents have demonstrated remarkable capabilities across various domains, gaining extensive attention from academia and industry. However, these agents raise significant concerns on AI safety due to their autonomous and non-deterministic behavior, as well as continuous evolving nature . From a DevOps perspective, enabling observability in agents is necessary to ensuring AI safety, as stakeholders can gain insights into the agents' inner workings, allowing them to proactively understand the agents, detect anomalies, and prevent potential failures. Therefore, in this paper, we present a comprehensive taxonomy of AgentOps, identifying the artifacts and associated data that should be traced throughout the entire lifecycle of agents to achieve effective observability. The taxonomy is developed based on a systematic mapping study of existing AgentOps tools. Our taxonomy serves as a reference template for developers to design and implement AgentOps infrastructure that supports monitoring, logging, and analytics. thereby ensuring AI safety.",http://arxiv.org/abs/2411.05285v2,arXiv,found
Progent: Programmable privilege control for llm agents,T Shi; J He; Z Wang; H Li; L Wu; W Guo,2025,arXiv preprint arXiv …,The core problem that enables attacks to succeed lies in over-privileged tool access. We   LLM agents. Progent enforces security at the tool level by restricting agents to performing tool,https://arxiv.org/abs/2504.11703,https://arxiv.org/pdf/2504.11703,50,"/scholar?cites=12482402578480328066&as_sdt=5,33&sciodt=0,33&hl=en",Progent: Programmable privilege control for llm agents,"LLM agents utilize Large Language Models as central components with diverse tools to complete various user tasks, but face significant security risks when interacting with external environments. Attackers can exploit these agents through various vectors, including indirect prompt injection, memory/knowledge base poisoning, and malicious tools, tricking agents into performing dangerous actions such as unauthorized financial transactions or data leakage. The core problem that enables attacks to succeed lies in over-privileged tool access. We introduce Progent, the first privilege control framework to secure LLM agents. Progent enforces security at the tool level by restricting agents to performing tool calls necessary for user tasks while blocking potentially malicious ones. Progent features a domain-specific language that allows for expressing fine-grained policies for controlling tool privileges, flexible fallback actions when calls are blocked, and dynamic policy updates to adapt to changing agent states. The framework operates deterministically at runtime, providing provable security guarantees. Thanks to our modular design, integrating Progent does not alter agent internals and only requires minimal changes to the existing agent implementation, enhancing its practicality and potential for widespread adoption. Our extensive evaluation across various agent use cases, using benchmarks like AgentDojo, ASB, and AgentPoison, demonstrates that Progent reduces attack success rates to 0%, while preserving agent utility and speed. Additionally, we show that LLMs can automatically generate effective policies, highlighting their potential for automating the process of writing Progent's security policies.",http://arxiv.org/abs/2504.11703v2,arXiv,found
Tool-to-agent retrieval: Bridging tools and agents for scalable llm multi-agent systems,E Lumer; F Nizar; A Gulati; PH Basavaraju,2025,arXiv preprint arXiv …,builds tool retrieval for LLM agents by embedding tool descriptions and metadata in a tool   Retrieval-augmented generation (RAG) enables LLM agents to access external knowledge,https://arxiv.org/abs/2511.01854,https://arxiv.org/pdf/2511.01854,4,"/scholar?cites=8447970776994906111&as_sdt=5,33&sciodt=0,33&hl=en",Tool-to-agent retrieval: Bridging tools and agents for scalable llm multi-agent systems,"Recent advances in LLM Multi-Agent Systems enable scalable orchestration of sub-agents, each coordinating hundreds or thousands of tools or Model Context Protocol (MCP) servers. However, existing retrieval methods typically match queries against coarse agent-level descriptions before routing, which obscures fine-grained tool functionality and often results in suboptimal agent selection. We introduce Tool-to-Agent Retrieval, a unified framework that embeds both tools and their parent agents in a shared vector space and connects them through metadata relationships. By explicitly representing tool capabilities and traversing metadata to the agent level, Tool-to-Agent Retrieval enables granular tool-level or agent-level retrieval, ensuring that agents and their underlying tools or MCP servers are equally represented without the context dilution that arises from chunking many tools together. Evaluating Tool-to-Agent Retrieval across eight embedding models, our approach achieves consistent improvements of 19.4% in Recall@5 and 17.7% in nDCG@5 over previous state-of-the-art agent retrievers on the LiveMCPBench benchmark.",http://arxiv.org/abs/2511.01854v2,arXiv,found
ACEBench: A comprehensive evaluation of LLM tool usage,C Chen; X Hao; W Liu; X Huang; X Zeng,2025,Findings of the …,"This paper introduces ACEBench, a comprehensive tool-use benchmark designed to  evaluate the tool-use capabilities of Large Language Models (LLMs), including data from three",https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.697.pdf,https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.697.pdf,6,"/scholar?cites=17525008380941340825&as_sdt=5,33&sciodt=0,33&hl=en",ACEBench: A comprehensive evaluation of LLM tool usage,,,,skipped
Evaluation and benchmarking of llm agents: A survey,M Mohammadi; Y Li; J Lo; W Yip,2025,Proceedings of the 31st ACM SIGKDD …,"Tool Use: Tool use is a core capability for LLM-based agents,  In this survey, tool use involves  invocation of a single tool  with function calling; more complex cases of determining tool",https://dl.acm.org/doi/abs/10.1145/3711896.3736570,https://dl.acm.org/doi/pdf/10.1145/3711896.3736570,87,"/scholar?cites=4143708014406616729&as_sdt=5,33&sciodt=0,33&hl=en",Evaluation and benchmarking of llm agents: A survey,"The rise of LLM-based agents has opened new frontiers in AI applications, yet evaluating these agents remains a complex and underdeveloped area. This survey provides an in-depth overview of the emerging field of LLM agent evaluation, introducing a two-dimensional taxonomy that organizes existing work along (1) evaluation objectives -- what to evaluate, such as agent behavior, capabilities, reliability, and safety -- and (2) evaluation process -- how to evaluate, including interaction modes, datasets and benchmarks, metric computation methods, and tooling. In addition to taxonomy, we highlight enterprise-specific challenges, such as role-based access to data, the need for reliability guarantees, dynamic and long-horizon interactions, and compliance, which are often overlooked in current research. We also identify future research directions, including holistic, more realistic, and scalable evaluation. This work aims to bring clarity to the fragmented landscape of agent evaluation and provide a framework for systematic assessment, enabling researchers and practitioners to evaluate LLM agents for real-world deployment.",http://arxiv.org/abs/2507.21504v1,arXiv,found
Tptu-v2: Boosting task planning and tool usage of large language model-based agents in real-world industry systems,Y Kong; J Ruan; Y Chen; B Zhang; T Bao,2024,Proceedings of the …,and Tool Usage (TPTU) abilities of LLM-based agents in the  three challenges: (1) API  Retriever that is based on contrastive  challenges LLMbased agents face in task planning and tool,https://aclanthology.org/2024.emnlp-industry.27/,https://aclanthology.org/2024.emnlp-industry.27.pdf,81,"/scholar?cites=12804145351990415605&as_sdt=5,33&sciodt=0,33&hl=en",Tptu-v2: Boosting task planning and tool usage of large language model-based agents in real-world industry systems,,,,skipped
