title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url,Cleaned Title,Original Abstract,Abstract DOI,Abstract Source,Abstract Status
Fully autonomous programming with large language models,V Liventsev; A Grishina; A Härmä,2023.0,Proceedings of the Genetic …,Current approaches to program synthesis with Large Language Models (LLMs) exhibit a “  We use OpenAI Codex as the LLM and Program Synthesis Benchmark 2 as a database of,https://dl.acm.org/doi/abs/10.1145/3583131.3590481,https://dl.acm.org/doi/pdf/10.1145/3583131.3590481,96,"/scholar?cites=12485541876045269135&as_sdt=5,33&sciodt=0,33&hl=en",Fully autonomous programming with large language models,"Current approaches to program synthesis with Large Language Models (LLMs) exhibit a ""near miss syndrome"": they tend to generate programs that semantically resemble the correct answer (as measured by text similarity metrics or human evaluation), but achieve a low or even zero accuracy as measured by unit tests due to small imperfections, such as the wrong input or output format. This calls for an approach known as Synthesize, Execute, Debug (SED), whereby a draft of the solution is generated first, followed by a program repair phase addressing the failed tests. To effectively apply this approach to instruction-driven LLMs, one needs to determine which prompts perform best as instructions for LLMs, as well as strike a balance between repairing unsuccessful programs and replacing them with newly generated ones. We explore these trade-offs empirically, comparing replace-focused, repair-focused, and hybrid debug strategies, as well as different template-based and model-based prompt-generation techniques. We use OpenAI Codex as the LLM and Program Synthesis Benchmark 2 as a database of problem descriptions and tests for evaluation. The resulting framework outperforms both conventional usage of Codex without the repair phase and traditional genetic programming approaches.",https://doi.org/10.1145/3583131.3590481,OpenAlex,found
Guiding enumerative program synthesis with large language models,Y Li; J Parsert; E Polgreen,2024.0,International Conference on Computer Aided …,Large Language Model to solve formal program synthesis problems (Sect. 4.1); A method for  guiding an enumerative synthesizer using LLM- to integrating an LLM into an enumerative,https://link.springer.com/chapter/10.1007/978-3-031-65630-9_15,https://link.springer.com/chapter/10.1007/978-3-031-65630-9_15,47,"/scholar?cites=7469410415856102868&as_sdt=5,33&sciodt=0,33&hl=en",Guiding enumerative program synthesis with large language models,"Abstract Pre-trained Large Language Models (LLMs) are beginning to dominate the discourse around automatic code generation with natural language specifications. In contrast, the best-performing synthesizers in the domain of formal synthesis with precise logical specifications are still based on enumerative algorithms. In this paper, we evaluate the abilities of LLMs to solve formal synthesis benchmarks by carefully crafting a library of prompts for the domain. When one-shot synthesis fails, we propose a novel enumerative synthesis algorithm, which integrates calls to an LLM into a weighted probabilistic search. This allows the synthesizer to provide the LLM with information about the progress of the enumerator, and the LLM to provide the enumerator with syntactic guidance in an iterative loop. We evaluate our techniques on benchmarks from the Syntax-Guided Synthesis (SyGuS) competition. We find that GPT-3.5 as a stand-alone tool for formal synthesis is easily outperformed by state-of-the-art formal synthesis algorithms, but our approach integrating the LLM into an enumerative synthesis algorithm shows significant performance gains over both the LLM and the enumerative synthesizer alone and the winning SyGuS competition tool.",https://doi.org/10.1007/978-3-031-65630-9_15,OpenAlex,found
Self-training large language models for improved visual program synthesis with visual reinforcement,Z Khan; VK BG; S Schulter; Y Fu,2024.0,Proceedings of the …,"explore improving the program synthesis abilities of an LLM using feedback  LLM as a policy,  and apply reinforced self-training to improve the visual program synthesis ability of the LLM",http://openaccess.thecvf.com/content/CVPR2024/html/Khan_Self-Training_Large_Language_Models_for_Improved_Visual_Program_Synthesis_With_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Khan_Self-Training_Large_Language_Models_for_Improved_Visual_Program_Synthesis_With_CVPR_2024_paper.pdf,22,"/scholar?cites=15216852408233272153&as_sdt=5,33&sciodt=0,33&hl=en",Self-training large language models for improved visual program synthesis with visual reinforcement,"Visual program synthesis is a promising approach to ex-ploit the reasoning abilities of large language models for compositional computer vision tasks. Previous work has used few-shot prompting with frozen LLMs to synthesize visual programs. Training an LLM to write better visual programs is an attractive prospect, but it is unclear how to accomplish this. No dataset of visual programs for training exists, and acquisition of a visual program dataset cannot be easily crowdsourced due to the need for expert annotators. To get around the lack of direct supervision, we explore improving the program synthesis abilities of an LLM using feedback from interactive experience. We propose a method where we exploit existing annotations for a vision-language task to improvise a coarse reward signal for that task, treat the LLM as a policy, and apply reinforced self-training to improve the visual program synthesis ability of the LLM for that task. We describe a series of experiments on object detection, compositional visual question answering, and image-text retrieval, and show that in each case, the self-trained LLM outperforms or performs on par with few-shot frozen LLMs that are an order of magnitude larger. Website: https://zaidkhan.me/ViReP",https://doi.org/10.1109/cvpr52733.2024.01360,OpenAlex,found
Hlspilot: Llm-based high-level synthesis,C Xiong; C Liu; H Li; X Li,2024.0,Proceedings of the 43rd IEEE/ACM …,"-tree-based strategy to guide LLM to produce finegrained task  According to the strategy,  LLM iteratively decomposes the  for code with multi-turn program synthesis,” arXiv preprint",https://dl.acm.org/doi/abs/10.1145/3676536.3676781,https://dl.acm.org/doi/pdf/10.1145/3676536.3676781,51,"/scholar?cites=3274295011694986168&as_sdt=5,33&sciodt=0,33&hl=en",Hlspilot: Llm-based high-level synthesis,"Large language models (LLMs) have catalyzed an upsurge in automatic code generation, garnering significant attention for register transfer level (RTL) code generation. Despite the potential of RTL code generation with natural language, it remains error-prone and limited to relatively small modules because of the substantial semantic gap between natural language expressions and hardware design intent. In response to the limitations, we propose a methodology that reduces the semantic gaps by utilizing C/C++ for generating hardware designs via High-Level Synthesis (HLS) tools. Basically, we build a set of C-to-HLS optimization strategies catering to various code patterns, such as nested loops and local arrays. Then, we apply these strategies to sequential C/C++ code through in-context learning, which provides the LLMs with exemplary C/C++ to HLS prompts. With this approach, HLS designs can be generated effectively. Since LLMs still face problems in determining the optimized pragma parameters precisely, we have a design space exploration (DSE) tool integrated for pragma parameter tuning. Furthermore, we also employ profiling tools to pinpoint the performance bottlenecks within a program and selectively convert bottleneck components to HLS code for hardware acceleration. By combining the LLM-based profiling, C/C++ to HLS translation, and DSE, we have established HLSPilot---the first LLM-enabled high-level synthesis framework, which can fully automate the high-level application acceleration on hybrid CPU-FPGA architectures. According to our experiments on real-world application benchmarks, HLSPilot achieve comparable performance in general and can even outperform manually crafted counterparts, thereby underscoring the substantial promise of LLM-assisted hardware designs.",https://doi.org/10.1145/3676536.3676781,OpenAlex,found
Towards automated verification of llm-synthesized c programs,P Mukherjee; B Delaware,2024.0,arXiv preprint arXiv:2410.14835,"• We propose a novel LLM-powered program synthesis  LLM-based proof synthesis, we  can repurpose an existing interactive program verification framework to automatically verify LLM-",https://arxiv.org/abs/2410.14835,https://arxiv.org/pdf/2410.14835,9,"/scholar?cites=6350016668867144995&as_sdt=5,33&sciodt=0,33&hl=en",Towards automated verification of llm-synthesized c programs,"We present \synver{}, a novel synthesis and verification framework for C programs, that deploys a Large Language Model (LLM) to search for a candidate program that satisfies the given specification. Our key idea is to impose syntactic and semantic biases on programs generated by LLMs, such that the synthesized program is more amenable to automated verification. Based on this idea, we propose a novel specification-verification tool, built on top of Verified Software Toolchain, that help automate the process. Our experiments on a diverse set of benchmarks drawn from the deductive program synthesis community, shows that this approach is scalable and extensible. The benchmarks constitute of specifications comprising of basic coding examples, Separation Logic based assertions, and API specifications.",https://doi.org/10.48550/arxiv.2410.14835,OpenAlex,found
Enhancing program synthesis with large language models using many-objective grammar-guided genetic programming,N Tao; A Ventresque; V Nallur; T Saber,2024.0,Algorithms,: (i) provide the LLM-generated code as a seed  LLM-generated code to guide the search  process throughout the evolution. The idea behind using the similarity measures is that the LLM,https://www.mdpi.com/1999-4893/17/7/287,https://www.mdpi.com/1999-4893/17/7/287,25,"/scholar?cites=18083059115750730472&as_sdt=5,33&sciodt=0,33&hl=en",Enhancing program synthesis with large language models using many-objective grammar-guided genetic programming,"The ability to automatically generate code, i.e., program synthesis, is one of the most important applications of artificial intelligence (AI). Currently, two AI techniques are leading the way: large language models (LLMs) and genetic programming (GP) methods—each with its strengths and weaknesses. While LLMs have shown success in program synthesis from a task description, they often struggle to generate the correct code due to ambiguity in task specifications, complex programming syntax, and lack of reliability in the generated code. Furthermore, their generative nature limits their ability to fix erroneous code with iterative LLM prompting. Grammar-guided genetic programming (G3P, i.e., one of the top GP methods) has been shown capable of evolving programs that fit a defined Backus–Naur-form (BNF) grammar based on a set of input/output tests that help guide the search process while ensuring that the generated code does not include calls to untrustworthy libraries or poorly structured snippets. However, G3P still faces issues generating code for complex tasks. A recent study attempting to combine both approaches (G3P and LLMs) by seeding an LLM-generated program into the initial population of the G3P has shown promising results. However, the approach rapidly loses the seeded information over the evolutionary process, which hinders its performance. In this work, we propose combining an LLM (specifically ChatGPT) with a many-objective G3P (MaOG3P) framework in two parts: (i) provide the LLM-generated code as a seed to the evolutionary process following a grammar-mapping phase that creates an avenue for program evolution and error correction; and (ii) leverage many-objective similarity measures towards the LLM-generated code to guide the search process throughout the evolution. The idea behind using the similarity measures is that the LLM-generated code is likely to be close to the correct fitting code. Our approach compels any generated program to adhere to the BNF grammar, ultimately mitigating security risks and improving code quality. Experiments on a well-known and widely used program synthesis dataset show that our approach successfully improves the synthesis of grammar-fitting code for several tasks.",https://doi.org/10.3390/a17070287,OpenAlex,found
Program Synthesis Using Dependent Types: An Analysis of Efficiency and Search Methodologies,S Lishun,2025.0,,"limits the practical applicability of program synthesis in real-world  to improve efficiency; and  LLM-based methods, which leverage  We propose a novel LLM-based search method and",https://repositorio.ulisboa.pt/entities/publication/8090a0a2-8766-4c3b-b628-3eb63fc26919,https://repositorio.ulisboa.pt/bitstreams/380ccaba-a8f7-4665-88f0-bde1fee446e4/download,0,,Program Synthesis Using Dependent Types: An Analysis of Efficiency and Search Methodologies,,,,skipped
Grammar-obeying program synthesis: A novel approach using large language models and many-objective genetic programming,N Tao; A Ventresque; V Nallur; T Saber,2025.0,Computer Standards & Interfaces,"grammar-obeying program synthesis, where the  program synthesis dataset indicate that  the proposed approach successfully improves the rate of grammar-obeying program synthesis",https://www.sciencedirect.com/science/article/pii/S0920548924001077,https://researchrepository.universityofgalway.ie/bitstreams/f296602c-4e0f-4575-9be9-17cc4a7e2212/download,9,"/scholar?cites=2011775669698864272&as_sdt=5,33&sciodt=0,33&hl=en",Grammar-obeying program synthesis: A novel approach using large language models and many-objective genetic programming,,,,skipped
Autoiot: Llm-driven automated natural language programming for aiot applications,L Shen; Q Yang; Y Zheng; M Li,2025.0,Proceedings of the 31st Annual …,"to the LLM, facilitating iterative code correction and improvement. We note that although the  program synthesis process needs communication and interaction with remote LLM servers,",https://dl.acm.org/doi/abs/10.1145/3680207.3723486,https://dl.acm.org/doi/pdf/10.1145/3680207.3723486,27,"/scholar?cites=2933603675891757710&as_sdt=5,33&sciodt=0,33&hl=en",Autoiot: Llm-driven automated natural language programming for aiot applications,"The advent of Large Language Models (LLMs) has profoundly transformed our lives, revolutionizing interactions with AI and lowering the barrier to AI usage. While LLMs are primarily designed for natural language interaction, the extensive embedded knowledge empowers them to comprehend digital sensor data. This capability enables LLMs to engage with the physical world through IoT sensors and actuators, performing a myriad of AIoT tasks. Consequently, this evolution triggers a paradigm shift in conventional AIoT application development, democratizing its accessibility to all by facilitating the design and development of AIoT applications via natural language. However, some limitations need to be addressed to unlock the full potential of LLMs in AIoT application development. First, existing solutions often require transferring raw sensor data to LLM servers, which raises privacy concerns, incurs high query fees, and is limited by token size. Moreover, the reasoning processes of LLMs are opaque to users, making it difficult to verify the robustness and correctness of inference results. This paper introduces AutoIOT, an LLM-based automated program generator for AIoT applications. AutoIOT enables users to specify their requirements using natural language (input) and automatically synthesizes interpretable programs with documentation (output). AutoIOT automates the iterative optimization to enhance the quality of generated code with minimum user involvement. AutoIOT not only makes the execution of AIoT tasks more explainable but also mitigates privacy concerns and reduces token costs with local execution of synthesized programs. Extensive experiments and user studies demonstrate AutoIOT's remarkable capability in program synthesis for various AIoT tasks. The synthesized programs can match and even outperform some representative baselines.",https://doi.org/10.1145/3680207.3723486,OpenAlex,found
Program Synthesis with LLM-Predicted Minimal Specialized Grammars,D Vella Zarb; G Parks; T Kipouros,2025.0,Proceedings of the Genetic and …,"grammars outside the domain of program synthesis, for example using the  program synthesis.  To our knowledge, this is the first application of LLM-predicted MSGs to program synthesis",https://dl.acm.org/doi/abs/10.1145/3712256.3726430,https://dl.acm.org/doi/pdf/10.1145/3712256.3726430,0,,Program Synthesis with LLM-Predicted Minimal Specialized Grammars,"Grammatical evolution (GE) has proven effective at program synthesis. However, its performance is hindered by the exponential growth of search spaces as grammar complexity increases. Methods utilizing recent advances in large language models and genetic programming have outperformed GE on some benchmarks, affirming the need for scalable approaches. This paper addresses the scalability challenge by proposing an in-context learning method to automatically generate minimal specialized grammars (MSGs), which are problem-specific subsets of a larger grammar designed to reduce search space complexity. To the best of our knowledge, this represents the first use of in-context learning for program synthesis within GE. Our approach conditions a language model on examples of Backus-Naur Form grammars to generate MSGs tailored to individual synthesis tasks. We evaluate this framework on a benchmark suite widely used in GE research. Experimental results show our method almost always outperforms the baseline GE approach, improving both the number and frequency of problems solved while reducing computational cost as measured by fitness evaluations.",https://doi.org/10.1145/3712256.3726430,OpenAlex,found
LLMs with Test Feedback for Program Synthesis,M Nadzam,,,"pipeline for automated program synthesis using large language  If the code fails, the test  results are returned to the LLM for  and locally running an open source LLM on the Aura server.",https://is.muni.cz/th/invp6/LLMs_with_Test_Feedback_for_Program_Synthesis.pdf,https://is.muni.cz/th/invp6/LLMs_with_Test_Feedback_for_Program_Synthesis.pdf,0,,LLMs with Test Feedback for Program Synthesis,,,,skipped
Synthesizing programmatic reinforcement learning policies with large language model guided search,M Liu; CH Yu; WH Lee; CW Hung; YC Chen,2024.0,arXiv preprint arXiv …,introduce a novel LLM-guided search framework (LLM-GS).  -DSL strategy – an LLM is  instructed to initially generate  Search-based program synthesis. Various search algorithms,https://arxiv.org/abs/2405.16450,https://arxiv.org/pdf/2405.16450?,15,"/scholar?cites=14152094062109672452&as_sdt=5,33&sciodt=0,33&hl=en",Synthesizing programmatic reinforcement learning policies with large language model guided search,"Programmatic reinforcement learning (PRL) has been explored for representing policies through programs as a means to achieve interpretability and generalization. Despite promising outcomes, current state-of-the-art PRL methods are hindered by sample inefficiency, necessitating tens of millions of program-environment interactions. To tackle this challenge, we introduce a novel LLM-guided search framework (LLM-GS). Our key insight is to leverage the programming expertise and common sense reasoning of LLMs to enhance the efficiency of assumption-free, random-guessing search methods. We address the challenge of LLMs' inability to generate precise and grammatically correct programs in domain-specific languages (DSLs) by proposing a Pythonic-DSL strategy - an LLM is instructed to initially generate Python codes and then convert them into DSL programs. To further optimize the LLM-generated programs, we develop a search algorithm named Scheduled Hill Climbing, designed to efficiently explore the programmatic search space to improve the programs consistently. Experimental results in the Karel domain demonstrate our LLM-GS framework's superior effectiveness and efficiency. Extensive ablation studies further verify the critical role of our Pythonic-DSL strategy and Scheduled Hill Climbing algorithm. Moreover, we conduct experiments with two novel tasks, showing that LLM-GS enables users without programming skills and knowledge of the domain or DSL to describe the tasks in natural language to obtain performant programs.",https://doi.org/10.48550/arxiv.2405.16450,OpenAlex,found
